GENESIS-Tabelle: 31121-03-02-5-B
Baufertigstellungen: Wohnungen in Wohn- und;;;;;;
Nichtwohngebäuden (einschl. Umbau) - Jahressumme -;;;;;;
regionale Ebenen;;;;;;
Statistik der Baufertigstellungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
2015;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
0713503018;Büchel b Cochem;8;2;5;0;1
0713503030;Filz;0;0;0;0;0
0713503034;Gevenich;1;0;0;0;1
0713503035;Gillenbeuren;0;0;0;0;0
0713503048;Kliding;0;0;0;0;0
0713503057;Lutzerath;7;0;0;0;7
0713503078;Schmitt;0;0;0;0;0
0713503083;Ulmen;5;0;0;0;5
0713503085;Urschmitt;0;0;0;0;0
0713503087;Wagenhausen;0;0;0;0;0
0713503089;Weiler b Gevenich, Eifel;0;0;0;0;0
0713503091;Wollmerath;0;0;0;0;0
0713503501;Bad Bertrich;1;0;0;-1;2
0713504;Treis-Karden, Verbandsgem.;-;-;-;-;-
0713504009;Binningen;-;-;-;-;-
0713504014;Brieden;-;-;-;-;-
0713504016;Brohl;-;-;-;-;-
0713504022;Dünfus;-;-;-;-;-
0713504031;Forst (Eifel);-;-;-;-;-
0713504044;Kail;-;-;-;-;-
0713504050;Lahr, Hunsrück;-;-;-;-;-
0713504053;Lieg;-;-;-;-;-
0713504056;Lütz;-;-;-;-;-
0713504062;Möntenich;-;-;-;-;-
0713504063;Mörsdorf, Hunsrück;-;-;-;-;-
0713504065;Moselkern;-;-;-;-;-
0713504066;Müden (Mosel);-;-;-;-;-
0713504072;Pommern;-;-;-;-;-
0713504075;Roes;-;-;-;-;-
0713504082;Treis-Karden;-;-;-;-;-
0713504094;Zilshausen;-;-;-;-;-
0713505;Zell (Mosel), Verbandsgem.;61;9;8;5;39
0713505001;Alf;0;0;0;0;0
0713505003;Altlay;1;0;0;0;1
0713505004;Altstrimmig;0;0;0;0;0
0713505010;Blankenrath;0;0;0;0;0
0713505013;Briedel;1;0;1;0;0
0713505019;Bullay;14;6;0;2;6
0713505032;Forst (Hunsrück);0;0;0;0;0
0713505037;Grenderich;0;0;0;0;0
0713505039;Haserich;2;0;0;0;2
0713505041;Hesweiler;0;0;0;0;0
0713505054;Liesenich;0;0;0;0;0
0713505061;Mittelstrimmig;0;0;0;0;0
0713505064;Moritzheim;0;0;0;0;0
0713505068;Neef;0;0;0;0;0
0713505070;Panzweiler;1;0;0;0;1
0713505071;Peterswald-Löffelscheid;0;0;0;0;0
0713505073;Pünderich;4;0;0;1;3
0713505074;Reidenhausen;0;0;0;0;0
0713505076;Sankt Aldegund;0;0;0;0;0
0713505077;Schauren b Blankenrath;0;0;0;0;0
0713505080;Sosberg;1;0;0;1;0
0713505081;Tellig;2;0;0;0;2
0713505088;Walhausen;0;0;0;0;0
0713505092;Zell (Mosel);35;3;7;1;24
0713700003;Andernach, verbandsfr. Gemeinde;30;5;15;4;6
0713700068;Mayen, verbandsfr. Gemeinde;104;17;19;21;47
0713700203;Bendorf, Rhein, verbandsfr. Gemeinde;29;3;7;8;11
0713701;Pellenz, Verbandsgem.;58;0;2;10;46
0713701056;Kretz;0;0;0;0;0
0713701057;Kruft;22;0;1;4;17
0713701081;Nickenich;12;1;1;2;8
0713701088;Plaidt;11;-1;0;3;9
0713701096;Saffig;13;0;0;1;12
0713702;Maifeld, Verbandsgem.;138;8;10;12;108
0713702023;Einig;0;0;0;0;0
0713702027;Gappenach;2;0;0;0;2
0713702029;Gering;1;0;0;0;1
0713702030;Gierschnach;2;0;0;0;2
0713702041;Kalt;4;0;0;0;4
0713702048;Kerben;5;-1;2;1;3
0713702053;Kollig;7;0;0;1;6
0713702065;Lonnig;9;2;2;-1;6
0713702070;Mertloch;2;1;1;0;0
0713702080;Naunheim;0;0;0;0;0
0713702086;Ochtendung;13;0;0;0;13
0713702087;Pillig;0;0;0;0;0
0713702089;Polch;33;1;0;4;28
0713702095;Rüber;10;0;1;1;8
0713702102;Trimbs;3;0;0;0;3
0713702112;Welling;15;1;1;0;13
0713702114;Wierschem;5;0;0;3;2
0713702501;Münstermaifeld;27;4;3;3;17
0713703;Vordereifel, Verbandsgem.;46;3;6;2;35
0713703001;Acht;0;0;0;0;0
0713703004;Anschau;3;0;0;0;3
0713703006;Arft;0;0;0;0;0
0713703007;Baar;4;0;0;0;4
0713703011;Bermel;0;0;0;0;0
0713703014;Boos, Eifel;2;0;0;1;1
0713703019;Ditscheid;0;0;0;0;0
0713703025;Ettringen, Eifel;4;0;0;2;2
0713703034;Hausten;1;0;0;0;1
0713703035;Herresbach;1;0;0;0;1
0713703036;Hirten;0;0;0;0;0
0713703043;Kehrig;4;0;0;-1;5
0713703049;Kirchwald;2;0;0;0;2
0713703055;Kottenheim;9;2;6;1;0
0713703060;Langenfeld, Eifel;2;0;0;0;2
0713703061;Langscheid;0;0;0;0;0
0713703063;Lind b Mayen;0;0;0;0;0
0713703066;Luxem;3;0;0;0;3
0713703074;Monreal;0;0;0;0;0
0713703077;Münk;0;0;0;0;0
0713703079;Nachtsheim;3;0;0;0;3
0713703092;Reudelsterz;1;0;0;0;1
0713703097;Sankt Johann b Mayen;2;0;0;0;2
0713703099;Siebenbach;0;0;0;-1;1
0713703105;Virneburg;0;0;0;0;0
0713703110;Weiler b Mayen;4;1;0;-1;4
0713703113;Welschenbach;1;0;0;1;0
0713704;Mendig, Verbandsgem.;69;3;11;5;50
0713704008;Bell;3;0;0;0;3
0713704069;Mendig;42;1;11;1;29
0713704093;Rieden, Eifel;15;1;0;3;11
0713704101;Thür;4;0;0;1;3
0713704106;Volkesfeld;5;1;0;0;4
0713705;Rhens, Verbandsgem.;-;-;-;-;-
0713705204;Brey;-;-;-;-;-
0713705221;Rhens;-;-;-;-;-
0713705223;Spay;-;-;-;-;-
0713705227;Waldesch;-;-;-;-;-
0713706;Untermosel, Verbandsgem.;-;-;-;-;-
0713706201;Alken;-;-;-;-;-
0713706205;Brodenbach;-;-;-;-;-
0713706206;Burgen, Mosel;-;-;-;-;-
0713706207;Dieblich;-;-;-;-;-
0713706208;Hatzenport;-;-;-;-;-
0713706212;Kobern-Gondorf;-;-;-;-;-
0713706214;Löf;-;-;-;-;-
0713706215;Macken;-;-;-;-;-
0713706217;Niederfell;-;-;-;-;-
0713706219;Nörtershausen;-;-;-;-;-
0713706220;Oberfell;-;-;-;-;-
0713706230;Winningen, Mosel;-;-;-;-;-
0713706231;Wolken;-;-;-;-;-
0713706504;Lehmen;-;-;-;-;-
0713707;Vallendar, Verbandsgem.;96;43;15;20;18
0713707218;Niederwerth;2;0;0;0;2
0713707224;Urbar b Koblenz am Rhein;2;0;0;-1;3
0713707226;Vallendar;81;40;12;19;10
0713707229;Weitersburg;11;3;3;2;3
0713708;Weißenthurm, Verbandsgem.;207;20;28;28;131
0713708202;Bassenheim;5;0;-1;1;5
0713708209;Kaltenengers;9;2;2;0;5
0713708211;Kettig;19;0;5;1;13
0713708216;Mülheim-Kärlich;71;5;13;13;40
0713708222;Sankt Sebastian;4;0;0;1;3
0713708225;Urmitz;8;0;0;1;7
0713708228;Weißenthurm;91;13;9;11;58
0713709;Rhein-Mosel;41;1;1;3;36
0713709201;Alken;1;0;0;0;1
0713709204;Brey;1;0;0;1;0
0713709205;Brodenbach;0;0;0;0;0
0713709206;Burgen;0;0;0;0;0
0713709207;Dieblich;12;0;1;3;8
0713709208;Hatzenport;0;0;0;0;0
0713709212;Kobern-Gondorf;2;0;0;-1;3
0713709214;Löf;2;0;0;0;2
0713709215;Macken;1;0;0;0;1
0713709217;Niederfell;0;0;0;0;0
0713709219;Nörtershausen;3;0;0;0;3
0713709220;Oberfell;2;0;0;0;2
0713709221;Rhens;5;1;0;0;4
0713709223;Spay;6;0;0;0;6
0713709227;Waldesch;1;0;0;0;1
0713709230;Winningen;0;0;0;0;0
0713709231;Wolken;2;0;0;0;2
0713709504;Lehmen;3;0;0;0;3
0713800045;Neuwied, verbandsfr. Gemeinde;69;8;1;13;47
0713801;Asbach, Verbandsgem.;37;3;-1;11;24
0713801003;Asbach, Westerwald;23;0;0;8;15
0713801044;Neustadt (Wied);2;1;-2;1;2
0713801077;Windhagen;5;0;0;1;4
0713801080;Buchholz (Westerwald);7;2;1;1;3
0713802;Bad Hönningen, Verbandsgem.;9;-1;3;1;6
0713802004;Bad Hönningen;4;-1;1;1;3
0713802024;Hammerstein;0;0;0;0;0
0713802038;Leutesdorf;0;0;0;0;0
0713802063;Rheinbrohl;5;0;2;0;3
0713803;Dierdorf, Verbandsgem.;8;0;1;1;6
0713803012;Dierdorf;3;0;1;0;2
0713803023;Großmaischeid;1;0;0;0;1
0713803031;Isenburg;2;0;0;0;2
0713803034;Kleinmaischeid;1;0;1;0;0
0713803069;Stebach;1;0;-1;1;1
0713803201;Marienhausen;0;0;0;0;0
0713804;Linz am Rhein, Verbandsgem.;27;0;6;3;18
0713804009;Dattenberg;0;0;0;0;0
0713804037;Leubsdorf, Rhein;1;0;0;-1;2
0713804041;Linz am Rhein;14;0;6;4;4
0713804055;Ockenfels;0;0;0;0;0
0713804068;St. Katharinen (Landkreis Neuwied);3;0;0;-1;4
0713804075;Vettelschoß;8;0;0;0;8
0713804501;Kasbach-Ohlenberg;1;0;0;1;0
0713805;Puderbach, Verbandsgem.;8;1;0;0;7
0713805011;Dernbach b Dierdorf;1;0;0;0;1
0713805013;Döttesfeld;0;0;0;0;0
0713805014;Dürrholz;0;0;0;0;0
0713805025;Hanroth;0;0;0;0;0
0713805027;Harschbach;1;0;0;0;1
0713805040;Linkenbach;0;0;0;0;0
0713805048;Niederhofen;0;0;0;0;0
0713805050;Niederwambach;0;0;0;0;0
0713805052;Oberdreis;2;0;0;0;2
0713805057;Puderbach;2;1;0;0;1
0713805058;Ratzert;0;0;0;0;0
0713805059;Raubach;1;0;0;0;1
0713805064;Rodenbach bei Puderbach;0;0;0;0;0
0713805070;Steimel;1;0;0;0;1
0713805074;Urbach, Westerwald;0;0;0;0;0
0713805078;Woldert;0;0;0;0;0
0713806;Rengsdorf, Verbandsgem.;13;2;2;-2;11
0713806002;Anhausen;2;0;0;0;2
0713806005;Bonefeld;0;0;0;0;0
0713806015;Ehlscheid;1;0;0;0;1
0713806026;Hardert;0;0;0;0;0
0713806030;Hümmerich;0;0;0;0;0
0713806036;Kurtscheid;0;1;0;-2;1
0713806042;Meinborn;1;0;0;0;1
0713806043;Melsbach;1;1;0;0;0
0713806053;Oberhonnefeld-Gierend;0;0;0;0;0
0713806054;Oberraden;2;0;0;0;2
0713806061;Rengsdorf;2;0;0;0;2
0713806066;Rüscheid;0;0;0;0;0
0713806071;Straßenhaus;3;0;2;0;1
0713806072;Thalhausen;1;0;0;0;1
0713807;Unkel, Verbandsgem.;23;1;4;1;17
0713807008;Bruchhausen;4;0;0;0;4
0713807019;Erpel;4;0;0;2;2
0713807062;Rheinbreitbach;4;1;0;-1;4
0713807073;Unkel;11;0;4;0;7
0713808;Waldbreitbach, Verbandsgem.;28;2;2;3;21
0713808006;Breitscheid Kr Neuwied;5;1;0;0;4
0713808007;Hausen (Wied);2;0;0;0;2
0713808010;Datzeroth;2;0;0;0;2
0713808047;Niederbreitbach;4;0;1;0;3
0713808065;Roßbach, Wied;9;1;1;1;6
0713808076;Waldbreitbach;6;0;0;2;4
0714000501;Boppard, verbandsfr. Gemeinde;42;2;1;13;26
0714002;Emmelshausen, Verbandsgem.;37;6;2;7;22
0714002005;Badenhard;0;0;0;0;0
0714002014;Bickenbach, Hunsrück;5;5;0;0;0
0714002016;Birkheim;0;0;0;0;0
0714002031;Dörth;2;0;0;-1;3
0714002036;Emmelshausen;14;1;0;4;9
0714002043;Gondershausen;2;0;0;0;2
0714002045;Halsenbach;5;0;2;2;1
0714002047;Hausbay;0;0;0;0;0
0714002060;Hungenroth;1;0;0;1;0
0714002063;Karbach, Hunsrück;4;0;0;0;4
0714002075;Kratzenburg;0;0;0;0;0
0714002084;Leiningen;0;0;0;0;0
0714002087;Lingerhahn;0;0;0;0;0
0714002089;Maisborn;0;0;0;0;0
0714002093;Mermuth;0;0;0;0;0
0714002098;Mühlpfad;1;0;0;0;1
0714002102;Ney;0;0;0;0;0
0714002108;Niedert;0;0;0;0;0
0714002110;Norath;2;0;0;0;2
0714002117;Pfalzfeld;0;0;0;0;0
0714002140;Schwall;0;0;0;0;0
0714002149;Thörlingen;0;0;0;0;0
0714002156;Utzenhain;0;0;0;0;0
0714002201;Beulich;0;0;0;0;0
0714002205;Morshausen;1;0;0;1;0
0714003;Kastellaun, Verbandsgem.;41;0;2;5;34
0714003001;Alterkülz;2;0;2;0;0
0714003009;Bell (Hunsrück);3;0;0;-1;4
0714003010;Beltheim;4;0;-1;3;2
0714003018;Braunshorn;1;0;0;0;1
0714003021;Buch, Hunsrück;0;0;0;0;0
0714003042;Gödenroth;3;0;0;1;2
0714003046;Hasselbach, Hunsrück;3;0;0;0;3
0714003055;Hollnich;0;0;0;0;0
0714003064;Kastellaun;17;0;0;1;16
0714003073;Korweiler;0;0;0;0;0
0714003095;Michelbach, Hunsrück;0;0;0;0;0
0714003131;Roth, Rhein-Hunsrück-Kr;0;0;0;0;0
0714003147;Spesenroth;0;0;0;0;0
0714003153;Uhler;1;0;0;0;1
0714003202;Dommershausen;4;0;1;1;2
0714003204;Mastershausen;3;0;0;0;3
0714003502;Lahr;0;0;0;0;0
0714003503;Mörsdorf;0;0;0;0;0
0714003504;Zilshausen;0;0;0;0;0
0714004;Kirchberg (Hunsrück), Verbandsgem.;51;6;13;7;25
0714004006;Bärenbach b Simmern, Hunsrück;0;0;0;0;0
0714004007;Belg;0;0;0;0;0
0714004024;Büchenbeuren;5;0;1;1;3
0714004028;Dickenschied;0;0;0;-1;1
0714004029;Dill;0;0;0;0;0
0714004030;Dillendorf;0;0;0;0;0
0714004040;Gehlweiler;0;0;0;-1;1
0714004041;Gemünden, Hunsrück;1;0;0;0;1
0714004044;Hahn;1;0;0;0;1
0714004048;Hecken;0;0;0;0;0
0714004049;Heinzenbach;1;0;0;0;1
0714004050;Henau;0;0;0;0;0
0714004053;Hirschfeld (Hunsrück);1;0;0;0;1
0714004062;Kappel;0;0;0;0;0
0714004067;Kirchberg (Hunsrück);26;3;10;5;8
0714004071;Kludenbach;0;0;0;0;0
0714004081;Laufersweiler;0;0;0;0;0
0714004082;Lautzenhausen;4;0;1;0;3
0714004086;Lindenschied;0;0;0;0;0
0714004090;Maitzborn;0;0;0;0;0
0714004094;Metzenhausen;0;0;0;0;0
0714004105;Nieder-Kostenz;0;0;0;0;0
0714004107;Niedersohren;0;0;-1;1;0
0714004109;Niederweiler, Hunsrück;0;0;0;0;0
0714004111;Ober Kostenz;1;0;0;1;0
0714004120;Raversbeuren;0;0;0;0;0
0714004122;Reckershausen;1;0;0;0;1
0714004128;Rödelhausen;0;0;0;0;0
0714004129;Rödern;0;0;0;0;0
0714004130;Rohrbach, Hunsrück;0;0;0;0;0
0714004135;Schlierschied;0;0;0;0;0
0714004141;Schwarzen;0;0;0;0;0
0714004145;Sohren;6;2;1;0;3
0714004146;Sohrschied;2;1;0;1;0
0714004151;Todenroth;0;0;0;0;0
0714004154;Unzenberg;1;0;0;0;1
0714004159;Wahlenau;0;0;0;0;0
0714004163;Womrath;1;0;1;0;0
0714004164;Woppenroth;0;0;0;0;0
0714004165;Würrich;0;0;0;0;0
0714005;Rheinböllen, Verbandsgem.;24;3;2;1;18
0714005003;Argenthal;2;0;0;0;2
0714005011;Benzweiler;0;0;0;0;0
0714005027;Dichtelbach;1;0;0;0;1
0714005035;Ellern (Hunsrück);1;0;0;-1;2
0714005037;Erbach, Hunsrück;4;1;2;2;-1
0714005068;Kisselbach;1;0;0;0;1
0714005085;Liebshausen;1;0;0;0;1
0714005096;Mörschbach;2;0;0;-1;3
0714005125;Rheinböllen;8;0;0;0;8
0714005127;Riesweiler;4;2;0;1;1
0714005138;Schnorbach;0;0;0;0;0
0714005148;Steinbach, Hunsrück;0;0;0;0;0
0714006;Sankt Goar-Oberwesel, Verbandsgem.;12;0;1;1;10
0714006025;Damscheid;2;0;0;1;1
0714006080;Laudert;3;0;0;0;3
0714006104;Niederburg;1;0;0;0;1
0714006112;Oberwesel;4;0;1;0;3
0714006116;Perscheid;0;0;0;0;0
0714006133;Sankt Goar;2;0;0;0;2
0714006155;Urbar b St Goar;0;0;0;0;0
0714006161;Wiebelsheim;0;0;0;0;0
0714007;Simmern/Hunsrück, Verbandsgem.;84;7;39;8;30
0714007002;Altweidelbach;0;0;0;0;0
0714007008;Belgweiler;0;0;0;0;0
0714007012;Bergenhausen;0;0;0;0;0
0714007015;Biebern;0;0;0;0;0
0714007020;Bubach;0;0;0;0;0
0714007023;Budenbach;0;0;0;0;0
0714007039;Fronhofen;0;0;0;0;0
0714007056;Holzbach;2;0;0;1;1
0714007058;Horn;1;0;0;0;1
0714007065;Keidelheim;1;0;0;0;1
0714007070;Klosterkumbd;0;0;0;0;0
0714007076;Külz (Hunsrück);1;0;0;0;1
0714007077;Kümbdchen;1;0;0;0;1
0714007079;Laubach b Kastellaun;0;0;0;0;0
0714007092;Mengerschied;0;0;0;0;0
0714007099;Mutterschied;1;0;0;0;1
0714007100;Nannhausen;0;0;0;0;0
0714007101;Neuerkirch;0;0;0;0;0
0714007106;Niederkumbd;0;0;0;0;0
0714007113;Ohlweiler;1;0;1;0;0
0714007115;Oppertshausen;0;0;0;0;0
0714007118;Pleizenhausen;1;0;0;0;1
0714007119;Ravengiersburg;0;0;0;0;0
0714007121;Rayerschied;0;0;0;0;0
0714007123;Reich;1;0;0;0;1
0714007126;Riegenroth;0;0;0;0;0
0714007134;Sargenroth;0;0;0;0;0
0714007139;Schönborn, Hunsrück;1;0;0;0;1
0714007144;Simmern/Hunsrück;71;7;38;7;19
0714007150;Tiefenbach, Hunsrück;0;0;0;0;0
0714007158;Wahlbach;0;0;0;0;0
0714007166;Wüschheim;2;0;0;0;2
0714100075;Lahnstein, verbandsfr. Gemeinde;68;2;22;26;18
0714101;Bad Ems, Verbandsgem.;10;3;1;-1;7
0714101006;Bad Ems;6;0;1;0;5
0714101008;Becheln;0;0;0;0;0
0714101025;Dausenau;0;0;0;0;0
0714101041;Fachbach;0;0;0;0;0
0714101044;Frücht;0;0;0;0;0
0714101071;Kemmenau;0;0;0;-1;1
0714101086;Miellen;0;0;0;0;0
0714101098;Nievern;0;0;0;0;0
0714101201;Arzbach;4;3;0;0;1
0714102;Braubach, Verbandsgem.;-;-;-;-;-
0714102023;Dachsenhausen;-;-;-;-;-
0714102042;Filsen;-;-;-;-;-
0714102066;Kamp-Bornhofen;-;-;-;-;-
0714102108;Osterspai;-;-;-;-;-
0714102501;Braubach;-;-;-;-;-
0714103;Diez, Verbandsgem.;44;0;1;6;37
0714103002;Altendiez;1;0;0;0;1
0714103005;Aull;0;0;0;0;0
0714103014;Birlenbach;5;0;1;1;3
0714103021;Charlottenberg;0;0;0;0;0
0714103022;Cramberg;0;0;0;0;0
0714103029;Diez;12;0;0;3;9
0714103030;Dörnberg;0;0;0;0;0
0714103038;Eppenrod;0;0;0;0;0
0714103045;Geilnau;1;0;-1;0;2
0714103049;Gückingen;4;0;1;0;3
0714103052;Hambach;2;0;0;0;2
0714103053;Heistenbach;5;0;0;1;4
0714103057;Hirschberg, Rhein-Lahn-Kreis;0;0;0;0;0
0714103059;Holzappel;3;0;0;0;3
0714103061;Holzheim, Rhein-Lahn-Kreis;6;0;0;1;5
0714103062;Horhausen, Rhein-Lahn-Kreis;0;0;0;0;0
0714103064;Isselbach;1;0;0;0;1
0714103076;Langenscheid;0;0;0;0;0
0714103077;Laurenburg;0;0;0;0;0
0714103124;Scheidt;0;0;0;0;0
0714103130;Steinsberg;0;0;0;0;0
0714103133;Wasenbach;3;0;0;0;3
0714103503;Balduinstein;1;0;0;0;1
0714104;Hahnstätten, Verbandsgem.;12;0;0;3;9
0714104020;Burgschwalbach;2;0;0;0;2
0714104043;Flacht;0;0;0;0;0
0714104051;Hahnstätten;4;0;0;3;1
0714104065;Kaltenholzhausen;2;0;0;0;2
0714104081;Lohrheim;1;0;0;0;1
0714104089;Mudershausen;1;0;0;0;1
0714104093;Netzbach;0;0;0;0;0
0714104095;Niederneisen;2;0;0;0;2
0714104102;Oberneisen;0;0;0;0;0
0714104125;Schiesheim;0;0;0;0;0
0714105;Katzenelnbogen, Verbandsgem.;14;1;0;2;11
0714105001;Allendorf, Rhein-Lahn-Kreis;1;0;0;0;1
0714105010;Berghausen;1;0;0;0;1
0714105011;Berndroth;2;0;0;1;1
0714105013;Biebrich;0;0;0;0;0
0714105018;Bremberg;0;0;0;0;0
0714105032;Dörsdorf;0;0;0;0;0
0714105034;Ebertshausen;0;0;0;0;0
0714105036;Eisighofen;2;0;0;0;2
0714105039;Ergeshausen;0;0;0;0;0
0714105050;Gutenacker;1;0;0;1;0
0714105054;Herold;0;0;0;0;0
0714105068;Katzenelnbogen;4;1;0;0;3
0714105073;Klingelbach;1;0;0;0;1
0714105074;Kördorf;2;0;0;0;2
0714105088;Mittelfischbach;0;0;0;0;0
0714105096;Niedertiefenbach;0;0;0;0;0
0714105101;Oberfischbach;0;0;0;0;0
0714105113;Reckenroth;0;0;0;0;0
0714105117;Rettert;0;0;0;0;0
0714105118;Roth, Rhein-Lahn-Kreis;0;0;0;0;0
0714105126;Schönborn, Rhein-Lahn-Kreis;0;0;0;0;0
0714106;Nassau, Verbandsgem.;8;0;0;-1;9
0714106003;Attenhausen;0;0;0;0;0
0714106026;Dessighofen;0;0;0;0;0
0714106027;Dienethal;0;0;0;0;0
0714106033;Dornholzhausen;0;0;0;0;0
0714106046;Geisig;0;0;0;0;0
0714106058;Hömberg;0;0;0;0;0
0714106082;Lollschied;0;0;0;0;0
0714106087;Misselberg;0;0;0;0;0
0714106091;Nassau;1;0;0;0;1
0714106103;Obernhof;0;0;0;0;0
0714106106;Oberwies;0;0;0;0;0
0714106111;Pohl;1;0;0;1;0
0714106127;Schweighausen;0;0;0;0;0
0714106128;Seelbach b Nassau, Lahn;0;0;0;0;0
0714106129;Singhofen;3;0;0;-2;5
0714106132;Sulzbach, Rhein-Lahn-Kreis;0;0;0;0;0
0714106135;Weinähr;0;0;0;0;0
0714106139;Winden, Rhein-Lahn-Kreis;2;0;0;0;2
0714106141;Zimmerschied;1;0;0;0;1
0714107;Nastätten, Verbandsgem.;26;0;0;7;19
0714107009;Berg, Taunus;2;0;0;0;2
0714107012;Bettendorf;0;0;0;0;0
0714107015;Bogel;0;0;0;0;0
0714107019;Buch, Taunus;1;0;0;1;0
0714107035;Ehr;0;0;0;0;0
0714107037;Endlichhofen;0;0;0;0;0
0714107040;Eschbach b Nastätten;1;0;0;0;1
0714107047;Gemmerich;0;0;0;0;0
0714107055;Himmighofen;1;0;0;0;1
0714107060;Holzhausen an der Haide;2;0;0;2;0
0714107063;Hunzel;0;0;0;0;0
0714107067;Kasdorf;0;0;0;0;0
0714107070;Kehlbach;0;0;0;0;0
0714107078;Lautert;0;0;0;0;0
0714107080;Lipporn;0;0;0;0;0
0714107084;Marienfels;0;0;0;0;0
0714107085;Miehlen;5;0;0;0;5
0714107092;Nastätten;3;0;0;0;3
0714107094;Niederbachheim;0;0;0;0;0
0714107097;Niederwallmenach;1;0;0;0;1
0714107100;Oberbachheim;1;0;0;0;1
0714107104;Obertiefenbach;0;0;0;0;0
0714107105;Oberwallmenach;0;0;0;0;0
0714107107;Oelsberg;5;0;0;2;3
0714107110;Hainau;0;0;0;0;0
0714107116;Rettershain;0;0;0;0;0
0714107120;Ruppertshofen, Taunus;2;0;0;1;1
0714107131;Strüth;1;0;0;1;0
0714107134;Weidenbach, Taunus;0;0;0;0;0
0714107137;Welterod;1;0;0;0;1
0714107140;Winterwerb;0;0;0;0;0
0714107502;Diethardt;0;0;0;0;0
0714108;Loreley, Verbandsgem.;-;-;-;-;-
0714108004;Auel;-;-;-;-;-
0714108016;Bornich;-;-;-;-;-
0714108024;Dahlheim;-;-;-;-;-
0714108031;Dörscheid;-;-;-;-;-
0714108069;Kaub;-;-;-;-;-
0714108072;Kestert;-;-;-;-;-
0714108079;Lierschied;-;-;-;-;-
0714108083;Lykershausen;-;-;-;-;-
0714108099;Nochern;-;-;-;-;-
0714108109;Patersberg;-;-;-;-;-
0714108112;Prath;-;-;-;-;-
0714108114;Reichenberg, Rhein-Lahn-Kreis;-;-;-;-;-
0714108115;Reitzenhain;-;-;-;-;-
0714108121;Sankt Goarshausen;-;-;-;-;-
0714108122;Sauerthal;-;-;-;-;-
0714108136;Weisel;-;-;-;-;-
0714108138;Weyer;-;-;-;-;-
0714109;Loreley, Verbandsgem.;11;0;-2;3;10
0714109004;Auel;0;0;0;0;0
0714109016;Bornich;0;0;0;0;0
0714109023;Dachsenhausen;1;0;0;-1;2
0714109024;Dahlheim;0;0;0;0;0
0714109031;Dörscheid;0;0;0;0;0
0714109042;Filsen;1;0;0;0;1
0714109066;Kamp-Bornhofen;5;0;0;1;4
0714109069;Kaub, Stadt;0;0;0;0;0
0714109072;Kestert;0;0;0;0;0
0714109079;Lierschied;1;0;0;0;1
0714109083;Lykershausen;1;0;0;1;0
0714109099;Nochern;0;0;0;0;0
0714109108;Osterspai;2;0;0;0;2
0714109109;Patersberg;0;0;0;0;0
0714109112;Prath;0;0;0;0;0
0714109114;Reichenberg;0;0;0;0;0
0714109115;Reitzenhain;0;0;0;0;0
0714109121;Sankt Goarshausen, Loreleystadt, Stadt;0;0;0;0;0
0714109122;Sauerthal;0;0;0;0;0
0714109136;Weisel;0;0;0;0;0
0714109138;Weyer;0;0;0;0;0
0714109501;Braubach, Stadt;0;0;-2;2;0
0714301;Bad Marienberg (Westerwald), Verbandsgem.;2;0;0;0;2
0714301206;Bad Marienberg (Westerwald);1;0;0;0;1
0714301211;Bölsberg;0;0;0;0;0
0714301216;Dreisbach;0;0;0;0;0
0714301222;Fehl-Ritzhausen;0;0;0;0;0
0714301227;Großseifen;0;0;0;0;0
0714301231;Hahn bei Marienberg;0;0;0;0;0
0714301234;Hardt, Westerwald;0;0;0;0;0
0714301243;Hof;0;0;0;0;0
0714301248;Kirburg;0;0;0;0;0
0714301253;Langenbach bei Kirburg;0;0;0;0;0
0714301255;Lautzenbrücken;0;0;0;0;0
0714301264;Mörlen;0;0;0;0;0
0714301270;Neunkhausen;1;0;0;0;1
0714301277;Nisterau;0;0;0;0;0
0714301279;Nistertal;0;0;0;0;0
0714301280;Norken;0;0;0;0;0
0714301297;Stockhausen-Illfurth;0;0;0;0;0
0714301300;Unnau;0;0;0;0;0
0714302;Hachenburg, Verbandsgem.;86;7;7;12;60
0714302202;Alpenrod;2;0;0;0;2
0714302204;Astert;3;3;0;0;0
0714302205;Atzelgift;0;0;0;0;0
0714302212;Borod;0;0;0;0;0
0714302215;Dreifelden;0;0;0;0;0
0714302223;Gehlert;0;0;0;0;0
0714302225;Giesenhausen;2;0;0;1;1
0714302229;Hachenburg;36;2;5;11;18
0714302235;Hattert;16;1;0;1;14
0714302236;Heimborn;2;0;0;-1;3
0714302240;Heuzert;0;0;0;0;0
0714302241;Höchstenbach;1;0;0;1;0
0714302250;Kroppach;5;0;0;0;5
0714302252;Kundert;0;0;0;0;0
0714302257;Limbach, Westerwald;1;0;1;0;0
0714302258;Linden, Westerwald;0;0;0;0;0
0714302259;Lochum;0;0;0;0;0
0714302260;Luckenbach;3;0;0;0;3
0714302261;Marzhausen;0;0;0;0;0
0714302262;Merkelbach;0;0;0;0;0
0714302265;Mörsbach;2;0;0;1;1
