GENESIS-Tabelle: 31211-03-01-5-B
Gebäude mit Wohnraum nach Baujahr;;;;;;;;;;;;
- Stichtag 09.05.2011;;;;;;;;;;;;
regionale Ebenen;;;;;;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;;;;;;
Stichtag: 09.05.2011;;;;;;;;;;;;
;;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum
;;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr
;;Insgesamt;Baujahr vor 1919;Baujahr 1919 bis 1948;Baujahr 1949 bis 1978;Baujahr 1979 bis 1986;Baujahr 1987 bis 1990;Baujahr 1991 bis 1995;Baujahr 1996 bis 2000;Baujahr 2001 bis 2004;Baujahr 2005 bis 2008;Baujahr 2009 und später
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
0714109122;Sauerthal;-;-;-;-;-;-;-;-;-;-;-
0714109136;Weisel;-;-;-;-;-;-;-;-;-;-;-
0714109138;Weyer;-;-;-;-;-;-;-;-;-;-;-
0714109501;Braubach, Stadt;-;-;-;-;-;-;-;-;-;-;-
0714301;Bad Marienberg (Westerwald), Verbandsgem.;6227;780;704;2553;675;232;424;445;240;139;35
0714301206;Bad Marienberg (Westerwald);1549;156;215;721;183;47;74;78;43;26;6
0714301211;Bölsberg;116;13;18;53;3;3;13;10;-;3;-
0714301216;Dreisbach;208;19;20;79;49;9;11;3;12;6;-
0714301222;Fehl-Ritzhausen;280;49;21;110;37;12;15;12;6;15;3
0714301227;Großseifen;203;26;25;88;13;7;16;19;3;6;-
0714301231;Hahn bei Marienberg;141;21;3;61;13;14;14;15;-;-;-
0714301234;Hardt, Westerwald;159;25;13;71;9;4;22;9;6;-;-
0714301243;Hof;432;55;51;184;47;19;15;30;19;9;3
0714301248;Kirburg;234;25;18;97;17;9;13;27;16;12;-
0714301253;Langenbach bei Kirburg;312;47;19;87;35;20;36;25;27;9;7
0714301255;Lautzenbrücken;132;21;24;35;10;6;11;19;-;6;-
0714301264;Mörlen;190;16;19;68;25;13;15;21;7;6;-
0714301270;Neunkhausen;373;56;21;106;39;19;55;45;20;9;3
0714301277;Nisterau;316;50;40;110;38;6;21;37;10;-;4
0714301279;Nistertal;417;50;60;194;25;14;22;42;7;3;-
0714301280;Norken;351;27;40;141;60;11;23;15;19;6;9
0714301297;Stockhausen-Illfurth;153;37;16;57;12;7;9;6;6;3;-
0714301300;Unnau;661;87;81;291;60;12;39;32;39;20;-
0714302;Hachenburg, Verbandsgem.;8338;1183;895;3044;854;308;619;681;437;245;72
0714302202;Alpenrod;555;78;50;196;70;28;47;35;32;13;6
0714302204;Astert;99;29;6;33;10;3;3;12;-;3;-
0714302205;Atzelgift;236;28;14;100;24;14;12;3;24;11;6
0714302212;Borod;192;15;22;57;19;9;15;25;18;9;3
0714302215;Dreifelden;88;7;6;25;10;13;13;11;-;3;-
0714302223;Gehlert;223;37;27;68;21;6;20;16;18;7;3
0714302225;Giesenhausen;117;18;29;29;19;3;10;6;3;-;-
0714302229;Hachenburg;1814;248;172;682;154;72;158;133;122;56;17
0714302235;Hattert;577;81;76;222;49;28;40;49;26;6;-
0714302236;Heimborn;107;19;9;38;13;-;3;18;7;-;-
0714302240;Heuzert;51;12;9;14;9;-;7;-;-;-;-
0714302241;Höchstenbach;257;44;26;117;19;9;16;13;10;3;-
0714302250;Kroppach;257;22;24;95;42;7;15;32;13;3;4
0714302252;Kundert;99;24;6;23;10;12;9;6;3;6;-
0714302257;Limbach, Westerwald;142;15;9;53;18;-;13;12;12;6;4
0714302258;Linden, Westerwald;52;10;9;21;-;3;-;6;3;-;-
0714302259;Lochum;131;26;20;45;9;-;9;15;7;-;-
0714302260;Luckenbach;219;21;19;85;23;12;22;31;3;3;-
0714302261;Marzhausen;97;20;10;39;6;-;3;3;7;6;3
0714302262;Merkelbach;157;36;9;64;19;-;-;9;3;13;4
0714302265;Mörsbach;176;47;16;53;12;9;17;9;7;6;-
0714302267;Mudenbach;280;48;36;104;35;6;20;13;11;7;-
0714302268;Mündersbach;254;44;17;96;21;9;13;37;7;10;-
0714302269;Müschenbach;350;35;44;141;40;9;27;39;12;-;3
0714302276;Nister;362;55;26;164;31;13;20;31;13;9;-
0714302287;Roßbach, Westerwald;301;38;38;93;33;10;33;22;22;9;3
0714302294;Steinebach an der Wied;304;34;42;104;49;12;23;6;18;13;3
0714302296;Stein-Wingert;69;19;10;20;3;-;3;11;-;3;-
0714302299;Streithausen;165;12;16;51;30;12;20;15;6;-;3
0714302301;Wahlrod;285;30;51;92;30;3;12;38;12;13;4
0714302306;Welkenbach;65;4;16;30;-;-;-;4;-;11;-
0714302310;Wied;177;21;22;66;14;6;13;17;6;6;6
0714302313;Winkelbach;80;6;9;24;12;-;3;4;12;10;-
0714303;Höhr-Grenzhausen, Verbandsgem.;4070;758;447;1496;389;156;334;232;140;86;32
0714303030;Hilgert;541;87;41;196;36;15;63;30;20;32;21
0714303031;Hillscheid;883;108;104;388;84;22;34;59;65;15;4
0714303032;Höhr-Grenzhausen;2545;539;296;881;254;119;231;127;55;36;7
0714303040;Kammerforst, Westerwald;101;24;6;31;15;-;6;16;-;3;-
0714304;Montabaur, Verbandsgem.;12347;1346;858;4771;1559;615;897;999;709;432;161
0714304005;Boden;201;33;19;78;31;6;9;10;3;12;-
0714304008;Daubach, Westerwald;172;19;3;54;24;-;28;10;21;10;3
0714304013;Eitelborn;840;88;53;373;106;54;64;56;28;15;3
0714304020;Gackenbach;202;44;16;68;24;6;10;13;15;6;-
0714304021;Girod;396;66;35;109;42;6;53;46;25;7;7
0714304023;Görgeshausen;269;26;17;82;37;19;17;25;27;13;6
0714304024;Großholbach;318;38;31;86;48;17;22;30;30;13;3
0714304026;Heilberscheid;247;34;11;83;30;11;30;29;9;7;3
0714304027;Heiligenroth;477;43;37;191;66;37;17;31;42;13;-
0714304033;Holler;383;22;34;167;35;15;24;65;15;3;3
0714304034;Horbach, Westerwald;216;36;6;71;26;17;24;13;13;10;-
0714304036;Hübingen;187;16;25;59;28;4;9;18;16;9;3
0714304039;Kadenbach;453;42;15;172;61;30;33;34;54;9;3
0714304048;Montabaur;3493;393;272;1449;427;159;211;227;166;129;60
0714304051;Nentershausen, Westerwald;674;61;52;262;98;35;53;49;33;28;3
0714304052;Neuhäusel;711;67;36;274;114;65;61;62;16;16;-
0714304053;Niederelbert;572;75;47;271;46;12;22;42;21;23;13
0714304054;Niedererbach;341;31;23;131;27;35;41;28;15;10;-
0714304055;Nomborn;247;31;12;78;27;13;16;27;21;15;7
0714304057;Oberelbert;356;16;13;154;46;7;35;27;34;9;15
0714304065;Ruppach-Goldhausen;397;56;38;130;52;16;12;42;39;6;6
0714304071;Simmern;453;37;22;168;55;19;48;52;22;16;14
0714304072;Stahlhofen;243;33;9;74;30;6;23;9;26;27;6
0714304077;Untershausen;151;12;7;54;30;13;14;9;9;3;-
0714304079;Welschneudorf;348;27;25;133;49;13;21;45;9;23;3
0714305;Ransbach-Baumbach, Verbandsgem.;4605;447;459;1822;605;125;343;358;281;114;51
0714305001;Alsbach;229;21;30;100;25;13;0;24;13;3;-
0714305006;Breitenau, Westerwald;233;31;9;77;31;24;19;25;7;7;3
0714305007;Caan;233;22;12;70;18;9;33;24;41;4;-
0714305009;Deesen;232;35;28;70;25;3;22;21;16;9;3
0714305038;Hundsdorf;140;31;3;52;14;-;10;18;9;-;3
0714305050;Nauort;743;53;76;293;107;19;65;55;41;15;19
0714305059;Oberhaid, Westerwald;133;14;3;59;6;6;22;13;3;4;3
0714305062;Ransbach-Baumbach;2170;183;243;938;292;44;135;142;117;60;16
0714305068;Sessenbach;160;17;10;66;26;-;13;12;13;3;-
0714305082;Wirscheid;123;21;17;29;16;7;13;4;7;9;-
0714305084;Wittgert;209;19;28;68;45;0;11;20;14;-;4
0714306;Rennerod, Verbandsgem.;5787;742;605;2267;597;235;421;428;233;191;68
0714306214;Bretthausen;83;18;15;18;7;3;6;13;-;-;3
0714306218;Elsoff (Westerwald);375;66;47;159;33;20;18;19;7;6;-
0714306237;Hellenhahn-Schellenberg;454;44;41;179;41;20;34;36;36;20;3
0714306244;Homberg, Westerwald;69;9;12;19;13;7;-;-;6;-;3
0714306245;Hüblingen;127;29;6;41;7;6;9;9;7;13;-
0714306246;Irmtraut;254;33;24;86;30;10;25;22;9;15;-
0714306256;Liebenscheid;299;62;34;86;18;9;19;23;31;6;11
0714306271;Neunkirchen, Westerwald;183;25;25;58;25;-;3;15;11;15;6
0714306272;Neustadt/Westerwald;199;3;34;70;32;12;10;19;6;10;3
0714306274;Niederroßbach;256;31;31;73;27;20;38;24;3;6;3
0714306278;Nister-Möhrendorf;116;15;28;36;12;7;3;4;4;7;-
0714306282;Oberrod;246;39;34;104;18;6;16;12;-;14;3
0714306283;Oberroßbach;118;13;21;43;9;3;3;16;3;7;-
0714306285;Rehe;308;60;16;95;35;9;39;22;22;10;-
0714306286;Rennerod;1261;108;102;600;136;50;88;80;44;37;16
0714306291;Salzburg;80;12;4;26;9;3;7;7;6;-;6
0714306292;Seck;430;65;37;193;40;22;28;33;0;12;-
0714306295;Stein-Neukirch;153;37;20;55;16;3;13;9;-;-;-
0714306302;Waigandshain;78;6;8;39;3;3;9;7;-;3;-
0714306303;Waldmühlen;103;6;4;53;19;3;12;6;-;-;-
0714306309;Westernohe;349;38;33;159;38;3;28;22;14;10;4
0714306311;Willingen;101;17;9;36;13;9;6;4;3;-;4
0714306315;Zehnhausen bei Rennerod;145;6;20;39;16;7;7;26;21;-;3
0714307;Selters (Westerwald), Verbandsgem.;5565;804;546;1897;560;228;425;588;308;156;53
0714307015;Ellenhausen;112;6;20;54;0;7;13;12;-;-;-
0714307018;Freilingen;300;53;27;122;30;3;19;19;18;9;-
0714307019;Freirachdorf;238;33;31;88;19;9;29;16;6;7;-
0714307022;Goddert;155;22;3;62;15;18;3;12;16;4;-
0714307025;Hartenfels;266;21;29;91;36;14;21;41;7;6;-
0714307029;Herschbach;974;125;78;378;95;28;66;119;46;25;14
0714307041;Krümmel;101;9;13;28;4;-;9;29;6;3;-
0714307044;Marienrachdorf;343;26;32;114;37;24;34;39;16;12;9
0714307045;Maroth;78;11;11;32;15;-;-;3;-;-;6
0714307046;Maxsain;364;75;44;105;51;7;21;32;23;3;3
0714307056;Nordhofen;195;16;3;73;24;3;16;35;22;0;3
0714307061;Quirnbach;171;18;9;53;16;10;19;4;30;9;3
0714307064;Rückeroth;182;47;16;41;24;4;9;17;15;9;-
0714307066;Schenkelberg;232;21;27;95;33;9;18;16;3;7;3
0714307067;Selters (Westerwald);782;132;81;245;81;32;42;96;46;24;3
0714307069;Sessenhausen;322;47;33;66;17;28;44;47;25;9;6
0714307075;Steinen, Westerwald;75;12;16;15;9;3;-;7;10;3;-
0714307078;Vielbach;207;32;18;66;17;7;21;23;4;16;3
0714307085;Wölferlingen;180;50;13;62;16;7;13;9;3;7;-
0714307221;Ewighausen;98;9;12;28;4;9;18;6;9;3;-
0714307305;Weidenhahn;190;39;30;79;17;6;10;6;3;-;-
0714308;Wallmerod, Verbandsgem.;5066;655;491;1672;516;264;427;495;253;217;76
0714308011;Dreikirchen;359;56;32;116;25;25;19;56;12;12;6
0714308037;Hundsangen;690;71;58;227;93;45;39;59;56;42;0
0714308058;Obererbach;183;18;23;48;28;6;22;13;7;9;9
0714308074;Steinefrenz;266;42;31;77;16;16;16;29;19;20;-
0714308080;Weroth;200;28;19;70;15;15;18;11;17;7;-
0714308203;Arnshöfen;73;12;-;20;6;13;-;9;10;-;3
0714308208;Berod bei Wallmerod;179;22;39;46;10;13;16;13;13;-;7
0714308210;Bilkheim;164;10;20;48;31;3;9;19;12;6;6
0714308220;Ettinghausen;112;12;9;22;19;3;-;18;17;9;3
0714308232;Hahn am See;173;31;13;51;28;12;19;13;3;3;-
0714308239;Herschbach (Oberwesterwald);310;39;33;110;31;18;24;30;10;6;9
0714308251;Kuhnhöfen;57;3;7;9;7;9;19;3;-;-;-
0714308263;Meudt;659;93;74;237;56;24;73;40;27;28;7
0714308266;Molsberg;177;42;9;53;16;9;13;22;3;10;-
0714308273;Niederahr;269;23;21;100;43;6;40;17;7;9;3
0714308281;Oberahr;187;22;20;70;23;4;6;31;8;3;-
0714308290;Salz, Westerwald;298;43;21;109;27;15;19;35;10;7;12
0714308304;Wallmerod;451;52;37;177;17;13;51;53;6;37;8
0714308316;Zehnhausen bei Wallmerod;71;13;6;19;6;3;6;9;6;-;3
0714308501;Elbingen;107;16;16;42;3;6;6;12;3;3;-
0714308502;Mähren;81;7;3;21;16;6;12;3;7;6;-
0714309;Westerburg, Verbandsgem.;7679;801;841;3309;788;267;524;617;288;197;47
0714309200;Ailertchen;224;18;20;96;29;21;13;12;6;9;-
0714309207;Bellingen, Westerwald;226;13;27;100;15;9;23;26;10;3;-
0714309209;Berzhahn;182;19;22;81;17;9;4;20;3;7;-
0714309213;Brandscheid, Westerwald;162;12;7;51;24;9;19;22;8;10;-
0714309219;Enspel;108;12;16;42;10;-;-;16;6;3;3
0714309224;Gemünden, Westerwald;360;60;78;114;28;13;25;20;3;19;-
0714309226;Girkenroth;206;30;23;92;22;10;6;13;7;3;-
0714309228;Guckheim;335;32;24;138;41;9;20;34;7;27;3
0714309230;Härtlingen;145;18;6;38;6;16;26;16;19;-;-
0714309233;Halbs;117;6;9;57;13;3;3;10;12;-;4
0714309238;Hergenroth;162;17;14;63;12;7;24;19;3;0;3
0714309242;Höhn;1074;110;135;509;110;45;42;63;38;16;6
0714309247;Kaden;209;18;12;86;30;6;19;22;10;6;-
0714309249;Kölbingen;356;34;40;117;36;9;40;46;24;3;7
0714309254;Langenhahn;492;42;62;216;53;7;41;34;21;16;-
0714309284;Pottum;374;39;43;172;49;12;22;21;10;3;3
0714309288;Rotenhain;188;25;27;56;9;7;16;21;6;15;6
0714309289;Rothenbach;334;40;44;129;42;-;23;24;20;12;-
0714309293;Stahlhofen am Wiesensee;118;7;3;49;21;3;22;13;-;-;-
0714309298;Stockum-Püschen;218;24;23;107;28;6;0;18;3;6;3
0714309307;Weltersburg;109;10;10;46;16;-;14;7;3;3;-
0714309308;Westerburg;1567;145;144;794;140;49;92;111;59;24;9
0714309312;Willmenrod;240;49;24;106;22;13;7;13;-;6;-
0714309314;Winnen;173;21;28;50;15;4;23;16;10;6;-
0714310;Wirges, Verbandsgem.;5949;761;612;2491;560;256;356;421;252;191;49
0714310003;Bannberscheid;213;12;20;90;26;3;9;36;4;13;-
0714310010;Dernbach (Westerwald);753;123;83;344;75;13;27;56;12;16;4
0714310012;Ebernhahn;443;44;75;198;34;38;18;15;15;6;-
0714310028;Helferskirchen;408;49;16;145;55;23;50;22;33;15;-
0714310042;Leuterod;292;44;25;99;26;12;16;34;24;12;-
0714310047;Mogendorf;409;79;50;146;58;18;13;19;13;13;-
0714310049;Moschheim;258;11;36;101;25;7;24;21;22;11;-
0714310060;Ötzingen;417;27;36;137;22;37;49;68;19;22;-
0714310070;Siershahn;912;73;108;422;89;31;42;54;56;23;14
0714310073;Staudt;390;34;23;157;49;24;24;26;20;24;9
0714310081;Wirges;1384;238;136;628;95;50;84;64;34;33;22
0714310275;Niedersayn;70;27;4;24;6;-;-;6;-;3;-
07211000;Trier, krsfr. Stadt;20704;3302;3262;8602;1724;666;856;837;531;599;325
0723100134;Wittlich, verbandsfr. Gemeinde;4718;590;492;1902;477;188;348;384;154;118;65
0723100502;Morbach, verbandsfr. Gemeinde;3837;556;335;1453;418;151;199;337;216;131;41
0723101;Bernkastel-Kues, Verbandsgem.;8866;2612;925;2783;764;231;367;551;279;226;128
0723101008;Bernkastel-Kues;2341;674;297;810;206;63;90;93;46;34;28
0723101012;Brauneberg;494;152;61;139;32;13;34;25;25;7;6
0723101016;Burgen b Bernkastel-Kues;238;63;26;56;18;18;20;26;4;7;-
0723101030;Erden;167;59;29;33;9;-;4;16;3;10;4
0723101040;Gornhausen;96;25;12;32;7;6;4;7;-;3;-
0723101041;Graach an der Mosel;296;114;49;91;20;-;-;9;3;10;-
0723101056;Hochscheid;104;25;6;37;10;3;-;6;4;4;9
0723101066;Kesten;147;34;24;76;6;-;7;-;-;-;-
0723101070;Kleinich;279;96;19;93;28;6;-;12;13;9;3
0723101071;Kommen;95;24;10;20;16;3;3;9;0;7;3
0723101075;Lieser;525;201;45;137;34;15;14;15;33;25;6
0723101076;Lösnich;183;75;7;33;21;6;3;18;8;9;3
0723101077;Longkamp;418;89;36;108;56;19;32;22;32;18;6
0723101081;Maring-Noviand;592;136;45;192;73;12;36;52;16;30;-
0723101086;Minheim;195;52;12;58;24;10;3;15;12;3;6
0723101087;Monzelfeld;446;67;45;157;50;14;23;54;21;15;-
0723101090;Mülheim (Mosel);381;97;24;113;25;13;30;37;24;9;9
0723101092;Neumagen-Dhron;912;252;98;347;57;19;41;49;33;16;-
0723101105;Piesport;801;151;119;289;66;15;40;50;37;28;6
0723101125;Ürzig;379;129;46;121;19;-;6;32;3;3;20
0723101126;Veldenz;376;90;35;136;35;13;10;36;18;3;0
0723101133;Wintrich;406;119;26;155;41;6;10;19;10;14;6
0723101136;Zeltingen-Rachtig;903;343;83;244;58;21;41;63;16;9;25
0723102;Kröv-Bausendorf, Verbandsgem.;3384;747;389;1145;300;112;172;247;133;99;40
0723102004;Bausendorf;462;76;53;155;60;10;24;45;26;6;7
0723102005;Bengel;332;76;40;118;28;9;19;28;10;4;-
0723102020;Diefenbach;41;10;3;-;13;-;3;3;6;-;3
0723102033;Flußbach;163;12;6;45;3;17;14;37;9;9;11
0723102057;Hontheim;350;54;50;120;23;7;33;13;10;36;4
0723102067;Kinderbeuern;373;55;32;140;33;19;34;25;22;10;3
0723102068;Kinheim;347;113;34;110;34;15;6;12;17;-;6
0723102072;Kröv;853;187;122;333;64;21;27;56;19;21;3
0723102110;Reil;438;160;49;114;42;14;12;25;10;9;3
0723102132;Willwerscheid;25;4;-;10;-;-;-;3;4;4;-
0723103;Manderscheid, Verbandsgem.;3241;730;296;1008;311;113;167;264;172;133;47
0723103009;Bettenfeld;353;98;29;94;45;15;7;36;10;16;3
0723103021;Dierfeld;-;-;-;-;-;-;-;-;-;-;-
0723103025;Eckfeld;140;18;13;43;13;12;13;6;9;6;7
0723103026;Eisenschmitt;173;53;18;68;13;-;-;6;-;12;3
0723103036;Gipperath;99;31;6;18;12;7;9;13;3;-;-
0723103044;Greimerath, Eifel;107;13;15;12;13;3;14;12;19;6;-
0723103046;Großlittgen;414;86;25;173;25;10;23;21;30;15;6
0723103049;Hasborn;211;25;19;64;19;3;13;33;24;8;3
0723103065;Karl;90;38;3;22;17;10;-;-;-;-;-
0723103074;Laufeld;185;34;15;60;16;3;6;18;15;12;6
0723103080;Manderscheid, Eifel;526;102;51;200;53;10;18;51;16;19;6
0723103082;Meerfeld;135;38;10;34;7;3;16;13;7;7;-
0723103091;Musweiler;29;22;3;0;-;4;-;-;-;-;-
0723103095;Niederöfflingen;172;31;3;55;25;6;21;15;7;6;3
0723103096;Niederscheidweiler;103;20;21;32;17;3;-;4;-;6;-
0723103100;Oberöfflingen;103;25;10;15;3;6;6;21;14;3;-
0723103101;Oberscheidweiler;70;10;16;29;9;3;0;-;-;-;3
0723103104;Pantenburg;103;26;12;27;6;3;7;6;6;10;-
0723103114;Schladt;56;19;6;12;-;6;4;-;6;-;3
0723103116;Schwarzenborn, Eifel;25;8;-;3;-;-;-;6;-;4;4
0723103127;Wallscheid;147;33;21;47;18;6;10;3;6;3;-
0723105;Neumagen-Dhron, Verbandsgem.;2350;525;286;877;188;54;94;142;112;57;15
0723105086;Minheim;-;-;-;-;-;-;-;-;-;-;-
0723105092;Neumagen-Dhron;-;-;-;-;-;-;-;-;-;-;-
0723105105;Piesport;-;-;-;-;-;-;-;-;-;-;-
0723105207;Trittenheim;-;-;-;-;-;-;-;-;-;-;-
0723106;Thalfang am Erbeskopf, Verbandsgem.;2813;465;251;1000;341;105;187;234;114;76;40
0723106006;Berglicht;182;31;31;59;20;6;6;19;7;3;-
0723106017;Burtscheid;43;3;3;9;10;-;6;6;3;-;3
0723106018;Deuselbach;124;24;3;54;12;3;10;12;3;-;3
0723106019;Dhronecken;64;21;6;21;3;-;10;3;-;-;-
0723106032;Etgert;25;6;6;3;4;3;-;3;-;-;-
0723106035;Gielert;53;9;-;24;6;-;7;7;-;-;-
0723106042;Gräfendhron;46;13;-;21;6;-;-;3;3;-;-
0723106054;Hilscheid;111;31;4;38;12;6;7;10;-;3;-
0723106058;Horath;178;22;8;60;32;15;16;10;3;6;6
0723106064;Immert;54;14;3;10;6;-;3;15;-;-;3
0723106078;Lückenburg;32;14;3;9;-;-;3;-;3;-;-
0723106079;Malborn;530;75;58;201;60;19;21;44;34;9;9
0723106083;Merschbach;21;9;3;3;3;3;-;-;-;-;-
0723106093;Neunkirchen, Hunsrück;47;10;3;22;3;-;6;-;3;-;-
0723106112;Rorodt;27;10;3;7;3;-;-;-;4;-;-
0723106115;Schönberg b Hermeskeil;87;35;-;26;3;-;4;12;7;-;-
0723106122;Talling;82;12;6;25;6;6;6;6;3;12;-
0723106123;Thalfang;644;57;59;253;95;35;45;55;23;18;4
0723106202;Breit;98;12;4;31;9;3;19;3;3;10;4
0723106203;Büdlich;79;12;9;33;13;3;3;-;3;3;-
0723106204;Heidenburg;286;45;39;91;35;3;15;26;12;12;8
0723107;Traben-Trarbach, Verbandsgem.;3440;1320;377;980;252;95;123;140;59;75;19
0723107014;Burg (Mosel);170;57;9;76;10;4;4;3;4;3;-
0723107029;Enkirch;689;334;82;160;33;12;28;18;10;12;-
0723107120;Starkenburg;110;38;20;26;3;8;9;-;-;6;-
0723107124;Traben-Trarbach;1993;783;213;579;145;56;63;75;27;33;19
0723107206;Lötzbeuren;198;63;12;53;25;12;10;11;12;-;-
0723107501;Irmenach;280;45;41;86;36;3;9;33;6;21;-
0723108;Wittlich-Land, Verbandsgem.;8052;1312;605;2719;981;361;525;623;405;352;169
0723108001;Altrich;508;72;39;177;95;12;27;19;28;24;15
0723108003;Arenrath;149;42;15;26;18;9;15;18;3;3;-
0723108007;Bergweiler;332;63;10;84;60;10;33;40;9;17;6
0723108009;Bettenfeld;-;-;-;-;-;-;-;-;-;-;-
0723108010;Binsfeld;451;80;18;175;27;60;25;29;6;18;13
0723108013;Bruch;192;32;9;61;25;10;7;18;9;9;12
0723108021;Dierfeld;-;-;-;-;-;-;-;-;-;-;-
0723108022;Dierscheid;71;12;7;26;3;-;6;6;-;4;7
0723108023;Dodenburg;47;9;6;15;4;3;7;3;-;-;-
0723108024;Dreis;512;72;27;188;56;20;32;55;33;20;9
0723108025;Eckfeld;-;-;-;-;-;-;-;-;-;-;-
0723108026;Eisenschmitt;-;-;-;-;-;-;-;-;-;-;-
0723108031;Esch b Wittlich;145;23;12;50;35;6;9;3;-;7;-
0723108036;Gipperath;-;-;-;-;-;-;-;-;-;-;-
0723108037;Gladbach;159;19;13;73;15;3;15;8;6;7;-
0723108044;Greimerath;-;-;-;-;-;-;-;-;-;-;-
0723108046;Großlittgen;-;-;-;-;-;-;-;-;-;-;-
0723108049;Hasborn;-;-;-;-;-;-;-;-;-;-;-
0723108050;Heckenmünster;55;18;3;9;6;9;3;-;-;7;-
0723108051;Heidweiler;85;37;3;24;6;-;-;6;3;-;6
0723108053;Hetzerath;729;79;43;259;96;22;48;61;49;60;12
0723108062;Hupperath;228;12;22;61;43;18;9;18;25;12;8
0723108065;Karl;-;-;-;-;-;-;-;-;-;-;-
0723108069;Klausen;485;74;34;142;34;37;50;60;29;16;9
0723108074;Laufeld;-;-;-;-;-;-;-;-;-;-;-
0723108080;Manderscheid;-;-;-;-;-;-;-;-;-;-;-
0723108082;Meerfeld;-;-;-;-;-;-;-;-;-;-;-
0723108085;Minderlittgen;268;46;36;86;32;19;19;10;16;4;-
0723108091;Musweiler;-;-;-;-;-;-;-;-;-;-;-
0723108095;Niederöfflingen;-;-;-;-;-;-;-;-;-;-;-
0723108096;Niederscheidweiler;-;-;-;-;-;-;-;-;-;-;-
0723108100;Oberöfflingen;-;-;-;-;-;-;-;-;-;-;-
0723108101;Oberscheidweiler;-;-;-;-;-;-;-;-;-;-;-
0723108103;Osann-Monzel;590;133;61;173;63;18;35;39;28;27;13
0723108104;Pantenburg;-;-;-;-;-;-;-;-;-;-;-
0723108107;Platten;285;36;22;91;50;3;34;24;13;6;6
0723108108;Plein;265;24;21;72;58;6;16;38;15;15;-
0723108111;Rivenich;271;58;24;85;18;7;26;24;18;11;-
0723108113;Salmtal;755;97;76;264;77;41;43;63;46;35;13
0723108114;Schladt;-;-;-;-;-;-;-;-;-;-;-
0723108116;Schwarzenborn;-;-;-;-;-;-;-;-;-;-;-
0723108117;Sehlem b Wittlich;325;56;6;126;40;19;13;22;20;13;10
0723108127;Wallscheid;-;-;-;-;-;-;-;-;-;-;-
0723108503;Landscheid;849;155;87;338;79;23;36;43;28;33;27
0723108504;Niersbach;296;63;11;114;41;6;17;16;21;4;3
0723109;Traben-Trarbach;-;-;-;-;-;-;-;-;-;-;-
0723109004;Bausendorf;-;-;-;-;-;-;-;-;-;-;-
0723109005;Bengel;-;-;-;-;-;-;-;-;-;-;-
0723109014;Burg (Mosel);-;-;-;-;-;-;-;-;-;-;-
0723109020;Diefenbach;-;-;-;-;-;-;-;-;-;-;-
0723109029;Enkirch;-;-;-;-;-;-;-;-;-;-;-
0723109033;Flußbach;-;-;-;-;-;-;-;-;-;-;-
0723109057;Hontheim;-;-;-;-;-;-;-;-;-;-;-
0723109067;Kinderbeuern;-;-;-;-;-;-;-;-;-;-;-
0723109068;Kinheim;-;-;-;-;-;-;-;-;-;-;-
0723109072;Kröv;-;-;-;-;-;-;-;-;-;-;-
0723109110;Reil;-;-;-;-;-;-;-;-;-;-;-
0723109120;Starkenburg;-;-;-;-;-;-;-;-;-;-;-
0723109124;Traben-Trarbach;-;-;-;-;-;-;-;-;-;-;-
0723109132;Willwerscheid;-;-;-;-;-;-;-;-;-;-;-
0723109206;Lötzbeuren;-;-;-;-;-;-;-;-;-;-;-
0723109501;Irmenach;-;-;-;-;-;-;-;-;-;-;-
0723200018;Bitburg, verbandsfr. Gemeinde;3621;253;270;1836;327;132;158;208;179;170;88
0723201;Arzfeld, Verbandsgem.;3788;710;416;1367;390;128;207;215;141;150;64
0723201201;Arzfeld;479;51;31;176;49;30;19;41;31;38;13
0723201211;Dackscheid;63;24;9;15;3;-;9;-;-;-;3
0723201212;Dahnen;141;38;35;44;6;-;6;9;-;3;-
0723201213;Daleiden;333;39;19;127;50;29;26;13;13;10;7
0723201214;Dasburg;117;24;12;37;13;9;6;16;-;-;-
0723201217;Eilscheid;22;3;3;13;-;-;-;3;-;-;-
0723201220;Eschfeld;72;17;10;27;3;-;3;3;9;-;-
0723201221;Euscheid;46;11;3;18;-;-;4;3;-;7;-
0723201229;Großkampenberg;53;18;10;11;4;-;3;3;-;4;-
0723201233;Hargarten;36;-;3;12;-;12;3;6;-;-;-
0723201234;Harspelt;20;3;-;10;4;-;3;-;-;-;-
0723201240;Herzfeld, Eifel;9;-;3;3;-;-;-;3;-;-;-
0723201245;Irrhausen;108;21;14;42;19;3;6;-;3;-;-
0723201246;Jucken;81;21;12;27;3;-;-;9;-;9;-
0723201247;Kesfeld;37;-;13;9;9;-;3;3;-;-;-
