GENESIS-Tabelle: 12613-01-01-5-B
Sterbefälle: Gestorbene nach Geschlecht - Jahressumme -;;;;;
regionale Ebenen;;;;;
Statistik der Sterbefälle;;;;;
Gestorbene (Anzahl);;;;;
;;;Geschlecht;Geschlecht;Geschlecht
;;;Insgesamt;männlich;weiblich
2014;0714103059;Holzappel;11;5;6
2014;0714103061;Holzheim, Rhein-Lahn-Kreis;8;4;4
2014;0714103062;Horhausen, Rhein-Lahn-Kreis;6;2;4
2014;0714103064;Isselbach;7;6;1
2014;0714103076;Langenscheid;6;3;3
2014;0714103077;Laurenburg;5;4;1
2014;0714103124;Scheidt;5;5;0
2014;0714103130;Steinsberg;3;1;2
2014;0714103133;Wasenbach;3;2;1
2014;0714103503;Balduinstein;6;5;1
2014;0714104;Hahnstätten, Verbandsgem.;100;56;44
2014;0714104020;Burgschwalbach;9;6;3
2014;0714104043;Flacht;8;5;3
2014;0714104051;Hahnstätten;48;24;24
2014;0714104065;Kaltenholzhausen;6;4;2
2014;0714104081;Lohrheim;6;4;2
2014;0714104089;Mudershausen;1;0;1
2014;0714104093;Netzbach;2;2;0
2014;0714104095;Niederneisen;12;8;4
2014;0714104102;Oberneisen;6;3;3
2014;0714104125;Schiesheim;2;0;2
2014;0714105;Katzenelnbogen, Verbandsgem.;143;63;80
2014;0714105001;Allendorf, Rhein-Lahn-Kreis;10;4;6
2014;0714105010;Berghausen;3;1;2
2014;0714105011;Berndroth;4;3;1
2014;0714105013;Biebrich;5;4;1
2014;0714105018;Bremberg;6;4;2
2014;0714105032;Dörsdorf;7;3;4
2014;0714105034;Ebertshausen;0;0;0
2014;0714105036;Eisighofen;2;1;1
2014;0714105039;Ergeshausen;1;0;1
2014;0714105050;Gutenacker;4;2;2
2014;0714105054;Herold;3;0;3
2014;0714105068;Katzenelnbogen;75;28;47
2014;0714105073;Klingelbach;6;3;3
2014;0714105074;Kördorf;2;1;1
2014;0714105088;Mittelfischbach;0;0;0
2014;0714105096;Niedertiefenbach;2;1;1
2014;0714105101;Oberfischbach;1;0;1
2014;0714105113;Reckenroth;3;2;1
2014;0714105117;Rettert;6;5;1
2014;0714105118;Roth, Rhein-Lahn-Kreis;1;0;1
2014;0714105126;Schönborn, Rhein-Lahn-Kreis;2;1;1
2014;0714106;Nassau, Verbandsgem.;168;78;90
2014;0714106003;Attenhausen;1;1;0
2014;0714106026;Dessighofen;2;1;1
2014;0714106027;Dienethal;5;2;3
2014;0714106033;Dornholzhausen;0;0;0
2014;0714106046;Geisig;2;1;1
2014;0714106058;Hömberg;3;2;1
2014;0714106082;Lollschied;5;4;1
2014;0714106087;Misselberg;2;1;1
2014;0714106091;Nassau;83;31;52
2014;0714106103;Obernhof;9;3;6
2014;0714106106;Oberwies;2;2;0
2014;0714106111;Pohl;1;0;1
2014;0714106127;Schweighausen;5;3;2
2014;0714106128;Seelbach b Nassau, Lahn;5;4;1
2014;0714106129;Singhofen;23;11;12
2014;0714106132;Sulzbach, Rhein-Lahn-Kreis;0;0;0
2014;0714106135;Weinähr;8;5;3
2014;0714106139;Winden, Rhein-Lahn-Kreis;11;6;5
2014;0714106141;Zimmerschied;1;1;0
2014;0714107;Nastätten, Verbandsgem.;191;98;93
2014;0714107009;Berg, Taunus;1;0;1
2014;0714107012;Bettendorf;4;1;3
2014;0714107015;Bogel;11;8;3
2014;0714107019;Buch, Taunus;7;4;3
2014;0714107035;Ehr;1;1;0
2014;0714107037;Endlichhofen;2;2;0
2014;0714107040;Eschbach b Nastätten;3;1;2
2014;0714107047;Gemmerich;5;2;3
2014;0714107055;Himmighofen;4;2;2
2014;0714107060;Holzhausen an der Haide;10;5;5
2014;0714107063;Hunzel;8;3;5
2014;0714107067;Kasdorf;2;1;1
2014;0714107070;Kehlbach;2;1;1
2014;0714107078;Lautert;2;1;1
2014;0714107080;Lipporn;3;3;0
2014;0714107084;Marienfels;1;1;0
2014;0714107085;Miehlen;25;11;14
2014;0714107092;Nastätten;50;23;27
2014;0714107094;Niederbachheim;5;3;2
2014;0714107097;Niederwallmenach;7;4;3
2014;0714107100;Oberbachheim;0;0;0
2014;0714107104;Obertiefenbach;6;4;2
2014;0714107105;Oberwallmenach;1;1;0
2014;0714107107;Oelsberg;0;0;0
2014;0714107110;Hainau;3;1;2
2014;0714107116;Rettershain;6;2;4
2014;0714107120;Ruppertshofen, Taunus;5;5;0
2014;0714107131;Strüth;1;0;1
2014;0714107134;Weidenbach, Taunus;3;2;1
2014;0714107137;Welterod;6;4;2
2014;0714107140;Winterwerb;1;0;1
2014;0714107502;Diethardt;6;2;4
2014;0714108;Loreley, Verbandsgem.;-;-;-
2014;0714108004;Auel;-;-;-
2014;0714108016;Bornich;-;-;-
2014;0714108024;Dahlheim;-;-;-
2014;0714108031;Dörscheid;-;-;-
2014;0714108069;Kaub;-;-;-
2014;0714108072;Kestert;-;-;-
2014;0714108079;Lierschied;-;-;-
2014;0714108083;Lykershausen;-;-;-
2014;0714108099;Nochern;-;-;-
2014;0714108109;Patersberg;-;-;-
2014;0714108112;Prath;-;-;-
2014;0714108114;Reichenberg, Rhein-Lahn-Kreis;-;-;-
2014;0714108115;Reitzenhain;-;-;-
2014;0714108121;Sankt Goarshausen;-;-;-
2014;0714108122;Sauerthal;-;-;-
2014;0714108136;Weisel;-;-;-
2014;0714108138;Weyer;-;-;-
2014;0714109;Loreley, Verbandsgem.;212;100;112
2014;0714109004;Auel;1;1;0
2014;0714109016;Bornich;14;9;5
2014;0714109023;Dachsenhausen;11;5;6
2014;0714109024;Dahlheim;4;2;2
2014;0714109031;Dörscheid;5;3;2
2014;0714109042;Filsen;4;1;3
2014;0714109066;Kamp-Bornhofen;50;15;35
2014;0714109069;Kaub, Stadt;13;9;4
2014;0714109072;Kestert;10;6;4
2014;0714109079;Lierschied;3;2;1
2014;0714109083;Lykershausen;1;1;0
2014;0714109099;Nochern;7;3;4
2014;0714109108;Osterspai;14;5;9
2014;0714109109;Patersberg;2;0;2
2014;0714109112;Prath;5;2;3
2014;0714109114;Reichenberg;2;1;1
2014;0714109115;Reitzenhain;3;3;0
2014;0714109121;Sankt Goarshausen, Loreleystadt, Stadt;13;5;8
2014;0714109122;Sauerthal;0;0;0
2014;0714109136;Weisel;16;9;7
2014;0714109138;Weyer;9;3;6
2014;0714109501;Braubach, Stadt;25;15;10
2014;0714301;Bad Marienberg (Westerwald), Verbandsgem.;250;120;130
2014;0714301206;Bad Marienberg (Westerwald);108;51;57
2014;0714301211;Bölsberg;5;3;2
2014;0714301216;Dreisbach;5;1;4
2014;0714301222;Fehl-Ritzhausen;2;0;2
2014;0714301227;Großseifen;4;3;1
2014;0714301231;Hahn bei Marienberg;1;0;1
2014;0714301234;Hardt, Westerwald;6;2;4
2014;0714301243;Hof;8;6;2
2014;0714301248;Kirburg;2;1;1
2014;0714301253;Langenbach bei Kirburg;42;23;19
2014;0714301255;Lautzenbrücken;2;0;2
2014;0714301264;Mörlen;5;3;2
2014;0714301270;Neunkhausen;8;5;3
2014;0714301277;Nisterau;9;3;6
2014;0714301279;Nistertal;13;6;7
2014;0714301280;Norken;11;6;5
2014;0714301297;Stockhausen-Illfurth;4;2;2
2014;0714301300;Unnau;15;5;10
2014;0714302;Hachenburg, Verbandsgem.;255;134;121
2014;0714302202;Alpenrod;14;8;6
2014;0714302204;Astert;1;1;0
2014;0714302205;Atzelgift;6;2;4
2014;0714302212;Borod;4;3;1
2014;0714302215;Dreifelden;3;2;1
2014;0714302223;Gehlert;3;1;2
2014;0714302225;Giesenhausen;2;1;1
2014;0714302229;Hachenburg;75;36;39
2014;0714302235;Hattert;10;6;4
2014;0714302236;Heimborn;2;1;1
2014;0714302240;Heuzert;1;1;0
2014;0714302241;Höchstenbach;9;5;4
2014;0714302250;Kroppach;6;2;4
2014;0714302252;Kundert;1;1;0
2014;0714302257;Limbach, Westerwald;5;3;2
2014;0714302258;Linden, Westerwald;2;0;2
2014;0714302259;Lochum;2;1;1
2014;0714302260;Luckenbach;3;2;1
2014;0714302261;Marzhausen;4;3;1
2014;0714302262;Merkelbach;2;2;0
2014;0714302265;Mörsbach;5;4;1
2014;0714302267;Mudenbach;9;5;4
2014;0714302268;Mündersbach;9;5;4
2014;0714302269;Müschenbach;16;10;6
2014;0714302276;Nister;9;5;4
2014;0714302287;Roßbach, Westerwald;5;3;2
2014;0714302294;Steinebach an der Wied;8;6;2
2014;0714302296;Stein-Wingert;17;5;12
2014;0714302299;Streithausen;6;1;5
2014;0714302301;Wahlrod;7;3;4
2014;0714302306;Welkenbach;2;1;1
2014;0714302310;Wied;6;4;2
2014;0714302313;Winkelbach;1;1;0
2014;0714303;Höhr-Grenzhausen, Verbandsgem.;146;72;74
2014;0714303030;Hilgert;14;9;5
2014;0714303031;Hillscheid;18;13;5
2014;0714303032;Höhr-Grenzhausen;112;49;63
2014;0714303040;Kammerforst, Westerwald;2;1;1
2014;0714304;Montabaur, Verbandsgem.;382;174;208
2014;0714304005;Boden;4;1;3
2014;0714304008;Daubach, Westerwald;5;2;3
2014;0714304013;Eitelborn;26;11;15
2014;0714304020;Gackenbach;3;2;1
2014;0714304021;Girod;6;2;4
2014;0714304023;Görgeshausen;8;3;5
2014;0714304024;Großholbach;9;4;5
2014;0714304026;Heilberscheid;4;1;3
2014;0714304027;Heiligenroth;9;4;5
2014;0714304033;Holler;8;4;4
2014;0714304034;Horbach, Westerwald;30;15;15
2014;0714304036;Hübingen;2;2;0
2014;0714304039;Kadenbach;10;6;4
2014;0714304048;Montabaur;144;65;79
2014;0714304051;Nentershausen, Westerwald;15;9;6
2014;0714304052;Neuhäusel;21;10;11
2014;0714304053;Niederelbert;15;6;9
2014;0714304054;Niedererbach;8;4;4
2014;0714304055;Nomborn;2;1;1
2014;0714304057;Oberelbert;8;4;4
2014;0714304065;Ruppach-Goldhausen;13;7;6
2014;0714304071;Simmern;19;7;12
2014;0714304072;Stahlhofen;5;1;4
2014;0714304077;Untershausen;6;1;5
2014;0714304079;Welschneudorf;2;2;0
2014;0714305;Ransbach-Baumbach, Verbandsgem.;148;70;78
2014;0714305001;Alsbach;4;1;3
2014;0714305006;Breitenau, Westerwald;3;1;2
2014;0714305007;Caan;4;2;2
2014;0714305009;Deesen;4;3;1
2014;0714305038;Hundsdorf;1;1;0
2014;0714305050;Nauort;24;14;10
2014;0714305059;Oberhaid, Westerwald;3;0;3
2014;0714305062;Ransbach-Baumbach;92;39;53
2014;0714305068;Sessenbach;8;4;4
2014;0714305082;Wirscheid;2;2;0
2014;0714305084;Wittgert;3;3;0
2014;0714306;Rennerod, Verbandsgem.;195;104;91
2014;0714306214;Bretthausen;2;1;1
2014;0714306218;Elsoff (Westerwald);14;6;8
2014;0714306237;Hellenhahn-Schellenberg;11;5;6
2014;0714306244;Homberg, Westerwald;2;2;0
2014;0714306245;Hüblingen;5;2;3
2014;0714306246;Irmtraut;26;10;16
2014;0714306256;Liebenscheid;4;2;2
2014;0714306271;Neunkirchen, Westerwald;4;1;3
2014;0714306272;Neustadt/Westerwald;17;8;9
2014;0714306274;Niederroßbach;10;7;3
2014;0714306278;Nister-Möhrendorf;2;1;1
2014;0714306282;Oberrod;7;4;3
2014;0714306283;Oberroßbach;4;3;1
2014;0714306285;Rehe;6;3;3
2014;0714306286;Rennerod;39;22;17
2014;0714306291;Salzburg;1;0;1
2014;0714306292;Seck;13;7;6
2014;0714306295;Stein-Neukirch;1;1;0
2014;0714306302;Waigandshain;4;4;0
2014;0714306303;Waldmühlen;4;3;1
2014;0714306309;Westernohe;10;7;3
2014;0714306311;Willingen;2;0;2
2014;0714306315;Zehnhausen bei Rennerod;7;5;2
2014;0714307;Selters (Westerwald), Verbandsgem.;159;81;78
2014;0714307015;Ellenhausen;0;0;0
2014;0714307018;Freilingen;9;8;1
2014;0714307019;Freirachdorf;6;1;5
2014;0714307022;Goddert;6;3;3
2014;0714307025;Hartenfels;11;4;7
2014;0714307029;Herschbach;32;16;16
2014;0714307041;Krümmel;6;4;2
2014;0714307044;Marienrachdorf;12;5;7
2014;0714307045;Maroth;2;2;0
2014;0714307046;Maxsain;8;4;4
2014;0714307056;Nordhofen;3;2;1
2014;0714307061;Quirnbach;3;0;3
2014;0714307064;Rückeroth;0;0;0
2014;0714307066;Schenkelberg;4;0;4
2014;0714307067;Selters (Westerwald);23;14;9
2014;0714307069;Sessenhausen;6;5;1
2014;0714307075;Steinen, Westerwald;1;0;1
2014;0714307078;Vielbach;10;6;4
2014;0714307085;Wölferlingen;7;1;6
2014;0714307221;Ewighausen;2;0;2
2014;0714307305;Weidenhahn;8;6;2
2014;0714308;Wallmerod, Verbandsgem.;148;86;62
2014;0714308011;Dreikirchen;11;7;4
2014;0714308037;Hundsangen;12;7;5
2014;0714308058;Obererbach;9;8;1
2014;0714308074;Steinefrenz;9;6;3
2014;0714308080;Weroth;9;4;5
2014;0714308203;Arnshöfen;3;2;1
2014;0714308208;Berod bei Wallmerod;5;5;0
2014;0714308210;Bilkheim;2;1;1
2014;0714308220;Ettinghausen;1;0;1
2014;0714308232;Hahn am See;9;6;3
2014;0714308239;Herschbach (Oberwesterwald);7;3;4
2014;0714308251;Kuhnhöfen;2;0;2
2014;0714308263;Meudt;22;13;9
2014;0714308266;Molsberg;3;3;0
2014;0714308273;Niederahr;6;2;4
2014;0714308281;Oberahr;4;4;0
2014;0714308290;Salz, Westerwald;6;1;5
2014;0714308304;Wallmerod;20;11;9
2014;0714308316;Zehnhausen bei Wallmerod;4;1;3
2014;0714308501;Elbingen;2;1;1
2014;0714308502;Mähren;2;1;1
2014;0714309;Westerburg, Verbandsgem.;265;144;121
2014;0714309200;Ailertchen;4;1;3
2014;0714309207;Bellingen, Westerwald;7;2;5
2014;0714309209;Berzhahn;5;5;0
2014;0714309213;Brandscheid, Westerwald;3;0;3
2014;0714309219;Enspel;6;4;2
2014;0714309224;Gemünden, Westerwald;15;8;7
2014;0714309226;Girkenroth;9;6;3
2014;0714309228;Guckheim;3;2;1
2014;0714309230;Härtlingen;5;4;1
2014;0714309233;Halbs;3;2;1
2014;0714309238;Hergenroth;2;1;1
2014;0714309242;Höhn;30;16;14
2014;0714309247;Kaden;10;6;4
2014;0714309249;Kölbingen;11;7;4
2014;0714309254;Langenhahn;17;8;9
2014;0714309284;Pottum;11;8;3
2014;0714309288;Rotenhain;7;5;2
2014;0714309289;Rothenbach;9;4;5
2014;0714309293;Stahlhofen am Wiesensee;6;3;3
2014;0714309298;Stockum-Püschen;6;4;2
2014;0714309307;Weltersburg;7;2;5
2014;0714309308;Westerburg;80;41;39
2014;0714309312;Willmenrod;7;5;2
2014;0714309314;Winnen;2;0;2
2014;0714310;Wirges, Verbandsgem.;206;110;96
2014;0714310003;Bannberscheid;6;2;4
2014;0714310010;Dernbach (Westerwald);33;11;22
2014;0714310012;Ebernhahn;22;11;11
2014;0714310028;Helferskirchen;9;7;2
2014;0714310042;Leuterod;3;2;1
2014;0714310047;Mogendorf;10;6;4
2014;0714310049;Moschheim;6;4;2
2014;0714310060;Ötzingen;8;4;4
2014;0714310070;Siershahn;31;19;12
2014;0714310073;Staudt;4;3;1
2014;0714310081;Wirges;70;37;33
2014;0714310275;Niedersayn;4;4;0
2014;07211000;Trier, krsfr. Stadt;1129;505;624
2014;0723100134;Wittlich, verbandsfr. Gemeinde;192;87;105
2014;0723100502;Morbach, verbandsfr. Gemeinde;99;52;47
2014;0723101;Bernkastel-Kues, Verbandsgem.;317;173;144
2014;0723101008;Bernkastel-Kues;88;50;38
2014;0723101012;Brauneberg;9;4;5
2014;0723101016;Burgen b Bernkastel-Kues;7;3;4
2014;0723101030;Erden;7;3;4
2014;0723101040;Gornhausen;2;1;1
2014;0723101041;Graach an der Mosel;10;7;3
2014;0723101056;Hochscheid;1;1;0
2014;0723101066;Kesten;6;3;3
2014;0723101070;Kleinich;8;5;3
2014;0723101071;Kommen;2;1;1
2014;0723101075;Lieser;12;6;6
2014;0723101076;Lösnich;3;2;1
2014;0723101077;Longkamp;9;5;4
2014;0723101081;Maring-Noviand;17;9;8
2014;0723101086;Minheim;3;1;2
2014;0723101087;Monzelfeld;17;7;10
2014;0723101090;Mülheim (Mosel);11;6;5
2014;0723101092;Neumagen-Dhron;27;15;12
2014;0723101105;Piesport;24;16;8
2014;0723101125;Ürzig;14;6;8
2014;0723101126;Veldenz;6;3;3
2014;0723101133;Wintrich;9;3;6
2014;0723101136;Zeltingen-Rachtig;25;16;9
2014;0723102;Kröv-Bausendorf, Verbandsgem.;-;-;-
2014;0723102004;Bausendorf;-;-;-
2014;0723102005;Bengel;-;-;-
2014;0723102020;Diefenbach;-;-;-
2014;0723102033;Flußbach;-;-;-
2014;0723102057;Hontheim;-;-;-
2014;0723102067;Kinderbeuern;-;-;-
2014;0723102068;Kinheim;-;-;-
2014;0723102072;Kröv;-;-;-
2014;0723102110;Reil;-;-;-
2014;0723102132;Willwerscheid;-;-;-
2014;0723103;Manderscheid, Verbandsgem.;-;-;-
2014;0723103009;Bettenfeld;-;-;-
2014;0723103021;Dierfeld;-;-;-
2014;0723103025;Eckfeld;-;-;-
2014;0723103026;Eisenschmitt;-;-;-
2014;0723103036;Gipperath;-;-;-
2014;0723103044;Greimerath, Eifel;-;-;-
2014;0723103046;Großlittgen;-;-;-
2014;0723103049;Hasborn;-;-;-
2014;0723103065;Karl;-;-;-
2014;0723103074;Laufeld;-;-;-
2014;0723103080;Manderscheid, Eifel;-;-;-
2014;0723103082;Meerfeld;-;-;-
2014;0723103091;Musweiler;-;-;-
2014;0723103095;Niederöfflingen;-;-;-
2014;0723103096;Niederscheidweiler;-;-;-
2014;0723103100;Oberöfflingen;-;-;-
2014;0723103101;Oberscheidweiler;-;-;-
2014;0723103104;Pantenburg;-;-;-
2014;0723103114;Schladt;-;-;-
2014;0723103116;Schwarzenborn, Eifel;-;-;-
2014;0723103127;Wallscheid;-;-;-
2014;0723105;Neumagen-Dhron, Verbandsgem.;-;-;-
2014;0723105086;Minheim;-;-;-
2014;0723105092;Neumagen-Dhron;-;-;-
2014;0723105105;Piesport;-;-;-
2014;0723105207;Trittenheim;-;-;-
2014;0723106;Thalfang am Erbeskopf, Verbandsgem.;94;44;50
2014;0723106006;Berglicht;4;1;3
2014;0723106017;Burtscheid;0;0;0
2014;0723106018;Deuselbach;5;4;1
2014;0723106019;Dhronecken;0;0;0
2014;0723106032;Etgert;1;0;1
2014;0723106035;Gielert;2;0;2
2014;0723106042;Gräfendhron;0;0;0
2014;0723106054;Hilscheid;5;3;2
2014;0723106058;Horath;3;2;1
2014;0723106064;Immert;1;1;0
2014;0723106078;Lückenburg;2;2;0
2014;0723106079;Malborn;17;10;7
2014;0723106083;Merschbach;0;0;0
2014;0723106093;Neunkirchen, Hunsrück;1;0;1
2014;0723106112;Rorodt;1;0;1
2014;0723106115;Schönberg b Hermeskeil;1;0;1
2014;0723106122;Talling;1;1;0
2014;0723106123;Thalfang;36;14;22
2014;0723106202;Breit;2;1;1
2014;0723106203;Büdlich;0;0;0
2014;0723106204;Heidenburg;12;5;7
2014;0723107;Traben-Trarbach, Verbandsgem.;-;-;-
2014;0723107014;Burg (Mosel);-;-;-
2014;0723107029;Enkirch;-;-;-
2014;0723107120;Starkenburg;-;-;-
2014;0723107124;Traben-Trarbach;-;-;-
2014;0723107206;Lötzbeuren;-;-;-
2014;0723107501;Irmenach;-;-;-
2014;0723108;Wittlich-Land, Verbandsgem.;278;134;144
2014;0723108001;Altrich;10;8;2
2014;0723108003;Arenrath;5;2;3
2014;0723108007;Bergweiler;11;4;7
2014;0723108009;Bettenfeld;10;5;5
2014;0723108010;Binsfeld;7;3;4
2014;0723108013;Bruch;2;0;2
2014;0723108021;Dierfeld;0;0;0
2014;0723108022;Dierscheid;3;1;2
2014;0723108023;Dodenburg;1;0;1
2014;0723108024;Dreis;10;5;5
2014;0723108025;Eckfeld;1;0;1
2014;0723108026;Eisenschmitt;6;3;3
2014;0723108031;Esch b Wittlich;3;1;2
2014;0723108036;Gipperath;0;0;0
2014;0723108037;Gladbach;5;2;3
2014;0723108044;Greimerath;4;1;3
2014;0723108046;Großlittgen;9;4;5
2014;0723108049;Hasborn;4;2;2
2014;0723108050;Heckenmünster;0;0;0
2014;0723108051;Heidweiler;2;1;1
2014;0723108053;Hetzerath;13;8;5
2014;0723108062;Hupperath;4;2;2
2014;0723108065;Karl;1;1;0
2014;0723108069;Klausen;9;6;3
2014;0723108074;Laufeld;4;3;1
2014;0723108080;Manderscheid;17;9;8
2014;0723108082;Meerfeld;1;0;1
2014;0723108085;Minderlittgen;8;4;4
2014;0723108091;Musweiler;0;0;0
2014;0723108095;Niederöfflingen;3;2;1
2014;0723108096;Niederscheidweiler;2;2;0
2014;0723108100;Oberöfflingen;5;3;2
2014;0723108101;Oberscheidweiler;0;0;0
2014;0723108103;Osann-Monzel;12;4;8
2014;0723108104;Pantenburg;1;1;0
2014;0723108107;Platten;7;4;3
2014;0723108108;Plein;5;3;2
2014;0723108111;Rivenich;9;4;5
2014;0723108113;Salmtal;40;9;31
2014;0723108114;Schladt;1;0;1
2014;0723108116;Schwarzenborn;0;0;0
2014;0723108117;Sehlem b Wittlich;11;7;4
2014;0723108127;Wallscheid;5;3;2
2014;0723108503;Landscheid;20;13;7
2014;0723108504;Niersbach;7;4;3
2014;0723109;Traben-Trarbach;225;111;114
2014;0723109004;Bausendorf;12;6;6
2014;0723109005;Bengel;7;4;3
2014;0723109014;Burg (Mosel);7;3;4
2014;0723109020;Diefenbach;0;0;0
2014;0723109029;Enkirch;19;11;8
2014;0723109033;Flußbach;7;3;4
2014;0723109057;Hontheim;12;1;11
2014;0723109067;Kinderbeuern;7;4;3
2014;0723109068;Kinheim;4;3;1
2014;0723109072;Kröv;51;25;26
2014;0723109110;Reil;2;2;0
2014;0723109120;Starkenburg;1;1;0
2014;0723109124;Traben-Trarbach;81;39;42
2014;0723109132;Willwerscheid;2;2;0
2014;0723109206;Lötzbeuren;6;3;3
2014;0723109501;Irmenach;7;4;3
2014;0723200018;Bitburg, verbandsfr. Gemeinde;155;70;85
2014;0723201;Arzfeld, Verbandsgem.;130;77;53
2014;0723201201;Arzfeld;11;5;6
2014;0723201211;Dackscheid;0;0;0
2014;0723201212;Dahnen;8;4;4
2014;0723201213;Daleiden;9;6;3
2014;0723201214;Dasburg;0;0;0
2014;0723201217;Eilscheid;1;0;1
2014;0723201220;Eschfeld;1;0;1
2014;0723201221;Euscheid;0;0;0
2014;0723201229;Großkampenberg;2;1;1
2014;0723201233;Hargarten;1;1;0
2014;0723201234;Harspelt;0;0;0
2014;0723201240;Herzfeld, Eifel;0;0;0
2014;0723201245;Irrhausen;0;0;0
2014;0723201246;Jucken;4;2;2
2014;0723201247;Kesfeld;1;1;0
2014;0723201248;Kickeshausen;1;1;0
2014;0723201249;Kinzenburg;0;0;0
2014;0723201253;Krautscheid;4;3;1
2014;0723201254;Lambertsberg;3;3;0
2014;0723201255;Lascheid;2;1;1
2014;0723201258;Lauperath;3;2;1
2014;0723201259;Leidenborn;1;1;0
2014;0723201260;Lichtenborn;4;2;2
2014;0723201261;Lierfeld;0;0;0
2014;0723201262;Lünebach;12;8;4
2014;0723201263;Lützkampen;8;4;4
2014;0723201264;Manderscheid b Waxweiler;2;1;1
2014;0723201267;Mauel;1;0;1
2014;0723201270;Merlscheid;0;0;0
2014;0723201277;Niederpierscheid;0;0;0
2014;0723201285;Oberpierscheid;5;5;0
2014;0723201287;Olmscheid;0;0;0
2014;0723201291;Pintesfeld;0;0;0
2014;0723201293;Plütscheid;2;2;0
2014;0723201294;Preischeid;3;0;3
2014;0723201297;Reiff;1;1;0
2014;0723201298;Reipeldingen;3;1;2
2014;0723201301;Roscheid;3;3;0
2014;0723201309;Sengerich;0;0;0
2014;0723201310;Sevenig (Our);1;0;1
2014;0723201315;Strickscheid;0;0;0
2014;0723201322;Waxweiler;30;17;13
2014;0723201333;Üttfeld;3;2;1
2014;0723202;Bitburg-Land, Verbandsgem.;-;-;-
2014;0723202009;Baustert;-;-;-
2014;0723202013;Bettingen;-;-;-
2014;0723202014;Bickendorf;-;-;-
2014;0723202015;Biersdorf am See;-;-;-
2014;0723202017;Birtlingen;-;-;-
2014;0723202020;Brecht;-;-;-
2014;0723202021;Brimingen;-;-;-
2014;0723202024;Dahlem b Bitburg;-;-;-
2014;0723202026;Dockendorf;-;-;-
2014;0723202027;Dudeldorf;-;-;-
2014;0723202029;Echtershausen;-;-;-
2014;0723202030;Ehlenz;-;-;-
2014;0723202032;Enzen;-;-;-
2014;0723202034;Eßlingen;-;-;-
2014;0723202036;Feilsdorf;-;-;-
2014;0723202039;Fließem;-;-;-
2014;0723202044;Gondorf;-;-;-
2014;0723202045;Halsdorf;-;-;-
2014;0723202046;Hamm, Eifel;-;-;-
2014;0723202048;Heilenbach;-;-;-
2014;0723202052;Hisel;-;-;-
2014;0723202057;Hütterscheid;-;-;-
2014;0723202058;Hüttingen an der Kyll;-;-;-
2014;0723202060;Idenheim;-;-;-
2014;0723202061;Idesheim;-;-;-
2014;0723202062;Ingendorf;-;-;-
2014;0723202074;Ließem;-;-;-
2014;0723202077;Meckel;-;-;-
2014;0723202079;Messerich;-;-;-
2014;0723202081;Metterich;-;-;-
2014;0723202083;Mülbach;-;-;-
2014;0723202086;Nattenheim;-;-;-
2014;0723202091;Niederstedem;-;-;-
2014;0723202092;Niederweiler, Eifel;-;-;-
2014;0723202097;Oberstedem;-;-;-
2014;0723202098;Oberweiler;-;-;-
2014;0723202099;Oberweis;-;-;-
2014;0723202100;Olsdorf;-;-;-
2014;0723202109;Rittersdorf, Eifel;-;-;-
2014;0723202111;Röhl;-;-;-
2014;0723202115;Scharfbillig;-;-;-
2014;0723202118;Schleid b Bitburg;-;-;-
2014;0723202119;Seffern;-;-;-
2014;0723202120;Sefferweich;-;-;-
2014;0723202124;Stockem;-;-;-
2014;0723202125;Sülm;-;-;-
2014;0723202126;Trimport;-;-;-
2014;0723202133;Wettlingen;-;-;-
2014;0723202134;Wiersdorf;-;-;-
2014;0723202137;Wolsfeld;-;-;-
2014;0723202501;Wißmannsdorf;-;-;-
2014;0723203;Irrel, Verbandsgem.;-;-;-
2014;0723203002;Alsdorf, Eifel;-;-;-
2014;0723203019;Bollendorf;-;-;-
2014;0723203028;Echternacherbrück;-;-;-
2014;0723203033;Ernzen;-;-;-
2014;0723203037;Ferschweiler;-;-;-
2014;0723203053;Holsthum;-;-;-
2014;0723203063;Irrel;-;-;-
2014;0723203065;Kaschenbach;-;-;-
2014;0723203078;Menningen;-;-;-
2014;0723203082;Minden, Sauer;-;-;-
2014;0723203093;Niederweis;-;-;-
2014;0723203103;Peffingen;-;-;-
2014;0723203108;Prümzurlay;-;-;-
2014;0723203114;Schankweiler;-;-;-
2014;0723203131;Wallendorf;-;-;-
2014;0723203218;Eisenach;-;-;-
2014;0723203225;Gilzem;-;-;-
2014;0723204;Kyllburg, Verbandsgem.;-;-;-
2014;0723204007;Badem;-;-;-
2014;0723204035;Etteldorf;-;-;-
2014;0723204043;Gindorf;-;-;-
2014;0723204070;Kyllburg;-;-;-
2014;0723204071;Kyllburgweiler;-;-;-
2014;0723204075;Malberg, Eifel;-;-;-
2014;0723204076;Malbergweich;-;-;-
2014;0723204087;Neidenbach;-;-;-
2014;0723204101;Orsfeld;-;-;-
2014;0723204105;Pickließem;-;-;-
2014;0723204113;Sankt Thomas;-;-;-
2014;0723204129;Usch;-;-;-
2014;0723204135;Wilsecker;-;-;-
2014;0723204203;Balesfeld;-;-;-
2014;0723204210;Burbach, Eifel;-;-;-
2014;0723204228;Gransdorf;-;-;-
2014;0723204273;Neuheilenbach;-;-;-
2014;0723204282;Oberkail;-;-;-
2014;0723204306;Seinsfeld;-;-;-
