GENESIS-Tabelle: 46241-01-03-5-B
Straßenverkehrsunfälle, verunglückte Personen;;;;;;;
- Jahressumme - regionale Ebenen;;;;;;;
Statistik der Straßenverkehrsunfälle;;;;;;;
2015;;;;;;;
;;Unfälle (insgesamt);Unfälle mit Personenschaden;Schwerwiegende Unfälle mit Sachschaden i. e. S.;Sons.Sachschadensunf.unter d.Einfl.berausch.Mittel;Getötete Personen;Verletzte Personen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
05166016;Nettetal;189;152;30;7;2;186
05166020;Niederkrüchten;62;51;8;3;-;69
05166024;Schwalmtal, Niederrhein;80;70;4;6;-;90
05166028;Tönisvorst;109;96;7;6;1;126
05166032;Viersen;304;258;30;16;3;323
05166036;Willich;196;168;17;11;-;198
05170004;Alpen;51;42;5;4;1;61
05170008;Dinslaken;306;280;17;9;-;349
05170012;Hamminkeln;96;74;21;1;4;98
05170016;Hünxe;90;71;13;6;-;100
05170020;Kamp-Lintfort;154;139;11;4;2;183
05170024;Moers;485;418;50;17;1;515
05170028;Neukirchen-Vluyn;93;82;4;7;3;107
05170032;Rheinberg;78;65;8;5;2;86
05170036;Schermbeck;44;39;4;1;1;51
05170040;Sonsbeck;40;32;7;1;-;48
05170044;Voerde (Niederrhein);76;67;5;4;-;84
05170048;Wesel;272;238;17;17;2;292
05170052;Xanten;73;65;4;4;3;88
05313000;Aachen, Stadt (alt);-;-;-;-;-;-
05314000;Bonn, krsfr. Stadt;1568;1381;138;49;6;1640
05315000;Köln, krsfr. Stadt;5575;4673;629;273;21;5791
05316000;Leverkusen, krsfr. Stadt;721;606;91;24;4;775
05334002;Aachen, krfr. Stadt;1300;1121;122;57;1;1402
05334004;Alsdorf, Stadt (ab 21.10.2009);180;144;27;9;-;213
05334008;Baesweiler, Stadt (ab 21.10.2009);55;46;9;-;1;59
05334012;Eschweiler, Stadt (ab 21.10.2009);251;195;37;19;5;259
05334016;Herzogenrath, Stadt (ab 21.10.2009);147;125;18;4;-;156
05334020;Monschau, Stadt (ab 21.10.2009);35;31;2;2;-;38
05334024;Roetgen (ab 21.10.2009);25;24;1;-;-;39
05334028;Simmerath (ab 21.10.2009);93;84;7;2;-;105
05334032;Stolberg (Rhld.), Stadt (ab 21.10.2009);167;134;21;12;1;176
05334036;Würselen, Stadt (ab 21.10.2009);154;116;27;11;1;153
05354004;Alsdorf, Stadt;-;-;-;-;-;-
05354008;Baesweiler, Stadt;-;-;-;-;-;-
05354012;Eschweiler, Stadt;-;-;-;-;-;-
05354016;Herzogenrath, Stadt;-;-;-;-;-;-
05354020;Monschau, Stadt;-;-;-;-;-;-
05354024;Roetgen;-;-;-;-;-;-
05354028;Simmerath;-;-;-;-;-;-
05354032;Stolberg (Rhld.), Stadt;-;-;-;-;-;-
05354036;Würselen, Stadt;-;-;-;-;-;-
05358004;Aldenhoven;50;41;7;2;2;59
05358008;Düren;494;439;32;23;4;539
05358012;Heimbach, Eifel;25;24;1;-;-;27
05358016;Hürtgenwald;27;24;3;-;2;31
05358020;Inden;14;13;1;-;-;18
05358024;Jülich;136;123;11;2;2;159
05358028;Kreuzau;43;33;7;3;-;42
05358032;Langerwehe;57;44;9;4;1;61
05358036;Linnich;38;35;3;-;-;41
05358040;Merzenich;48;39;5;4;-;65
05358044;Nideggen;31;28;2;1;-;30
05358048;Niederzier;45;40;4;1;-;49
05358052;Nörvenich;41;35;5;1;-;51
05358056;Titz;41;33;8;-;5;46
05358060;Vettweiß;28;26;2;-;4;30
05362004;Bedburg;78;63;11;4;-;94
05362008;Bergheim, Erft;185;157;21;7;1;192
05362012;Brühl, Rheinl;139;121;10;8;-;139
05362016;Elsdorf, Stadt;75;63;6;6;1;79
05362020;Erftstadt;162;137;16;9;-;171
05362024;Frechen;201;171;20;10;1;228
05362028;Hürth;222;196;13;13;-;246
05362032;Kerpen;287;229;40;18;2;310
05362036;Pulheim;156;138;10;8;1;176
05362040;Wesseling;146;138;3;5;-;164
05366004;Bad Münstereifel;78;62;12;4;1;78
05366008;Blankenheim, Ahr;40;25;11;4;3;35
05366012;Dahlem, b Kall;13;11;1;1;-;14
05366016;Euskirchen;298;246;40;12;3;320
05366020;Hellenthal;20;16;3;1;2;21
05366024;Kall;52;42;6;4;-;54
05366028;Mechernich;136;109;25;2;2;148
05366032;Nettersheim;30;24;5;1;2;27
05366036;Schleiden;53;46;7;-;1;63
05366040;Weilerswist;68;58;10;-;1;71
05366044;Zülpich;79;67;10;2;1;91
05370004;Erkelenz;181;157;22;2;1;201
05370008;Gangelt;36;32;3;1;-;43
05370012;Geilenkirchen;139;115;19;5;3;146
05370016;Heinsberg (Rhld.);200;171;20;9;1;234
05370020;Hückelhoven;162;138;16;8;2;172
05370024;Selfkant;36;23;9;4;2;24
05370028;Übach-Palenberg;100;78;18;4;-;97
05370032;Waldfeucht;22;17;5;-;-;24
05370036;Wassenberg;72;62;7;3;-;89
05370040;Wegberg;89;80;7;2;1;103
05374004;Bergneustadt;60;50;7;3;1;65
05374008;Engelskirchen;112;84;24;4;-;108
05374012;Gummersbach;212;181;23;8;1;225
05374016;Hückeswagen;57;36;19;2;-;55
05374020;Lindlar;92;62;26;4;-;76
05374024;Marienheide;56;36;18;2;1;43
05374028;Morsbach;45;33;10;2;1;42
05374032;Nümbrecht;82;68;9;5;1;98
05374036;Radevormwald;101;71;26;4;-;93
05374040;Reichshof;112;86;21;5;3;118
05374044;Waldbröl;86;63;18;5;-;84
05374048;Wiehl;97;74;19;4;3;101
05374052;Wipperfürth;146;109;35;2;1;148
05378004;Bergisch Gladbach;429;382;25;22;-;477
05378008;Burscheid, Rheinl;90;70;14;6;-;91
05378012;Kürten;60;54;4;2;1;66
05378016;Leichlingen (Rhld.);101;90;7;4;-;114
05378020;Odenthal;61;50;8;3;1;59
05378024;Overath;134;112;19;3;1;159
05378028;Rösrath;102;87;9;6;-;109
05378032;Wermelskirchen;141;126;11;4;1;184
05382004;Alfter;62;52;6;4;-;67
05382008;Bad Honnef;107;82;19;6;-;104
05382012;Bornheim, Rheinl;176;142;26;8;1;178
05382016;Eitorf;79;68;7;4;-;90
05382020;Hennef (Sieg);172;150;13;9;1;188
05382024;Königswinter;154;115;29;10;4;163
05382028;Lohmar;116;94;17;5;1;125
05382032;Meckenheim, Rheinl;96;80;11;5;1;114
05382036;Much;47;42;3;2;1;54
05382040;Neunkirchen-Seelscheid;42;39;2;1;-;48
05382044;Niederkassel;77;67;7;3;-;92
05382048;Rheinbach;133;115;13;5;-;174
05382052;Ruppichteroth;48;42;5;1;-;55
05382056;Sankt Augustin;239;200;30;9;1;256
05382060;Siegburg;193;160;23;10;1;194
05382064;Swisttal;69;61;7;1;-;86
05382068;Troisdorf;251;220;19;12;1;300
05382072;Wachtberg;51;38;8;5;1;52
05382076;Windeck;71;62;8;1;2;80
05512000;Bottrop, krsfr. Stadt;375;325;36;14;2;430
05513000;Gelsenkirchen, krsfr. Stadt;994;793;149;52;3;1030
05515000;Münster, krsfr. Stadt;1489;1311;119;59;6;1576
05554004;Ahaus;194;161;22;11;2;196
05554008;Bocholt;331;311;10;10;-;350
05554012;Borken;183;171;10;2;1;206
05554016;Gescher;81;68;10;3;1;89
05554020;Gronau (Westf.);221;189;25;7;-;236
05554024;Heek;46;39;4;3;-;49
05554028;Heiden;53;49;3;1;-;59
05554032;Isselburg;28;25;1;2;1;39
05554036;Legden;40;32;8;-;-;60
05554040;Raesfeld;30;27;3;-;-;38
05554044;Reken;48;40;3;5;1;45
05554048;Rhede;48;44;1;3;-;56
05554052;Schöppingen;22;16;4;2;-;19
05554056;Stadtlohn;86;70;11;5;1;97
05554060;Südlohn;29;23;5;1;2;41
05554064;Velen, Stadt;40;30;4;6;-;34
05554068;Vreden;86;79;4;3;2;95
05558004;Ascheberg;83;66;15;2;3;91
05558008;Billerbeck;49;39;10;-;-;46
05558012;Coesfeld;154;142;10;2;-;161
05558016;Dülmen;194;159;27;8;2;191
05558020;Havixbeck;50;38;8;4;2;45
05558024;Lüdinghausen;103;97;5;1;-;119
05558028;Nordkirchen;34;29;5;-;2;40
05558032;Nottuln;67;55;7;5;1;69
05558036;Olfen;49;40;4;5;1;46
05558040;Rosendahl;39;34;4;1;-;49
05558044;Senden, Westf;71;60;8;3;-;87
05562004;Castrop-Rauxel;243;204;25;14;6;260
05562008;Datteln;124;114;4;6;-;143
05562012;Dorsten;211;178;23;10;4;245
05562014;Gladbeck;238;199;29;10;-;274
05562016;Haltern am See;133;111;16;6;1;144
05562020;Herten;204;168;24;12;2;214
05562024;Marl, Westf;275;220;28;27;1;270
05562028;Oer-Erkenschwick;58;52;1;5;-;67
05562032;Recklinghausen;521;412;84;25;2;540
05562036;Waltrop;71;63;6;2;1;80
05566004;Altenberge;31;25;4;2;-;28
05566008;Emsdetten;153;137;9;7;-;157
05566012;Greven, Westf;180;158;16;6;1;195
05566016;Hörstel;80;69;8;3;-;83
05566020;Hopsten;20;17;3;-;-;26
05566024;Horstmar;17;16;1;-;1;21
05566028;Ibbenbüren;234;187;36;11;7;254
05566032;Ladbergen;47;38;7;2;1;66
05566036;Laer;14;12;1;1;-;13
05566040;Lengerich, Westf;101;82;17;2;1;96
05566044;Lienen;35;29;5;1;-;42
05566048;Lotte;52;39;10;3;-;56
05566052;Metelen;22;20;1;1;-;22
05566056;Mettingen;44;34;8;2;1;37
05566060;Neuenkirchen, Kr Steinfurt;45;43;1;1;1;55
05566064;Nordwalde;35;32;2;1;-;36
05566068;Ochtrup;90;74;13;3;-;96
05566072;Recke;45;39;6;-;1;45
05566076;Rheine;380;333;31;16;2;390
05566080;Saerbeck;23;22;1;-;-;26
05566084;Steinfurt;122;111;8;3;2;135
05566088;Tecklenburg;58;46;9;3;-;60
05566092;Westerkappeln;54;46;7;1;-;64
05566096;Wettringen, Kr Steinfurt;20;17;2;1;-;22
05570004;Ahlen;212;193;11;8;4;258
05570008;Beckum;167;141;22;4;-;191
05570012;Beelen;30;22;4;4;1;25
05570016;Drensteinfurt;57;54;1;2;1;70
05570020;Ennigerloh;84;76;6;2;-;101
05570024;Everswinkel;37;36;1;-;-;43
05570028;Oelde;134;108;19;7;1;138
05570032;Ostbevern;52;45;5;2;1;60
05570036;Sassenberg;53;49;3;1;1;59
05570040;Sendenhorst;69;60;7;2;1;80
05570044;Telgte;89;81;5;3;2;107
05570048;Wadersloh;49;44;5;-;2;58
05570052;Warendorf;157;146;7;4;2;192
05711000;Bielefeld, krsfr. Stadt;1368;1111;181;76;7;1410
05754004;Borgholzhausen;32;24;4;4;-;31
05754008;Gütersloh;493;413;58;22;8;520
05754012;Halle (Westf.);98;73;19;6;1;102
05754016;Harsewinkel;104;75;27;2;2;96
05754020;Herzebrock-Clarholz;86;67;13;6;3;92
05754024;Langenberg;32;22;9;1;-;31
05754028;Rheda-Wiedenbrück;299;231;57;11;3;292
05754032;Rietberg;148;118;21;9;4;140
05754036;Schloß Holte-Stukenbrock;120;94;20;6;-;129
05754040;Steinhagen, Westf;77;67;6;4;-;84
05754044;Verl, Stadt;128;95;27;6;2;122
05754048;Versmold;81;59;20;2;2;74
05754052;Werther (Westf.);51;44;6;1;1;54
05758004;Bünde;182;148;24;10;1;203
05758008;Enger;45;41;2;2;-;60
05758012;Herford;309;234;55;20;-;311
05758016;Hiddenhausen;59;46;10;3;-;54
05758020;Kirchlengern;53;46;3;4;1;64
05758024;Löhne;138;109;21;8;-;158
05758028;Rödinghausen;23;22;1;-;1;31
05758032;Spenge;29;25;2;2;-;33
05758036;Vlotho;85;56;22;7;-;75
05762004;Bad Driburg;62;57;2;3;2;74
05762008;Beverungen;49;37;8;4;2;40
05762012;Borgentreich;19;14;4;1;-;18
05762016;Brakel;72;69;2;1;-;105
05762020;Höxter;106;94;12;-;2;118
05762024;Marienmünster;10;9;1;-;-;9
05762028;Nieheim;15;14;-;1;-;21
05762032;Steinheim;42;37;4;1;2;44
05762036;Warburg;95;76;18;1;-;95
05762040;Willebadessen;22;19;3;-;1;23
05766004;Augustdorf;27;23;4;-;-;27
05766008;Bad Salzuflen;164;134;20;10;3;182
05766012;Barntrup;41;37;4;-;-;53
05766016;Blomberg, Lippe;38;35;3;-;-;44
05766020;Detmold;281;240;29;12;5;307
05766024;Dörentrup;27;23;2;2;-;27
05766028;Extertal;32;31;1;-;1;40
05766032;Horn-Bad Meinberg;55;48;5;2;1;68
05766036;Kalletal;54;47;6;1;-;60
05766040;Lage, Lippe;104;82;12;10;-;106
05766044;Lemgo;139;118;14;7;1;150
05766048;Leopoldshöhe;44;33;7;4;-;47
05766052;Lügde;28;23;5;-;1;24
05766056;Oerlinghausen;43;34;7;2;3;45
05766060;Schieder-Schwalenberg;29;26;2;1;2;34
05766064;Schlangen;27;25;1;1;-;28
05770004;Bad Oeynhausen;233;177;42;14;1;205
05770008;Espelkamp;76;65;10;1;2;88
05770012;Hille;46;35;9;2;-;46
05770016;Hüllhorst;38;29;7;2;-;36
05770020;Lübbecke;117;84;21;12;2;111
05770024;Minden, Westf;419;278;112;29;3;343
05770028;Petershagen;80;58;20;2;3;81
05770032;Porta Westfalica;198;134;56;8;2;191
05770036;Preußisch Oldendorf;47;32;10;5;-;35
05770040;Rahden;46;41;4;1;2;51
05770044;Stemwede;55;46;9;-;3;59
05774004;Altenbeken;29;22;7;-;-;38
05774008;Bad Lippspringe;62;46;12;4;-;55
05774012;Borchen;44;37;4;3;1;56
05774016;Büren;104;75;24;5;3;123
05774020;Delbrück;153;134;17;2;3;189
05774024;Hövelhof;53;43;9;1;-;61
05774028;Lichtenau, Westf;35;29;4;2;1;42
05774032;Paderborn;775;644;100;31;4;816
05774036;Salzkotten;87;69;14;4;1;82
05774040;Bad Wünnenberg;73;51;20;2;2;72
05911000;Bochum, krsfr. Stadt;1173;896;192;85;5;1103
05913000;Dortmund, krsfr. Stadt;2239;1787;302;150;8;2260
05914000;Hagen, krsfr. Stadt;645;515;90;40;2;657
05915000;Hamm, krsfr. Stadt;743;623;85;35;4;763
05916000;Herne, krsfr. Stadt;457;356;66;35;1;430
05954004;Breckerfeld;28;25;3;-;1;30
05954008;Ennepetal;73;65;3;5;-;82
05954012;Gevelsberg;92;72;12;8;1;92
05954016;Hattingen;147;128;12;7;2;167
05954020;Herdecke;61;52;4;5;-;73
05954024;Schwelm;97;78;8;11;-;97
05954028;Sprockhövel;115;87;20;8;-;128
05954032;Wetter (Ruhr);93;83;6;4;-;114
05954036;Witten;320;246;52;22;3;330
05958004;Arnsberg;242;209;22;11;1;260
05958008;Bestwig;40;31;8;1;-;47
05958012;Brilon;107;88;14;5;1;116
05958016;Eslohe (Sauerland);31;22;8;1;-;27
05958020;Hallenberg;15;12;1;2;-;14
05958024;Marsberg;80;62;14;4;-;77
05958028;Medebach;23;18;2;3;-;24
05958032;Meschede;97;66;30;1;-;77
05958036;Olsberg;66;48;16;2;3;56
05958040;Schmallenberg;100;72;23;5;2;94
05958044;Sundern (Sauerland);100;85;11;4;2;100
05958048;Winterberg;51;39;8;4;-;53
05962004;Altena;59;50;7;2;1;60
05962008;Balve;70;52;17;1;-;73
05962012;Halver;70;54;12;4;-;73
05962016;Hemer;124;95;25;4;-;123
05962020;Herscheid;40;33;6;1;1;48
05962024;Iserlohn;364;302;46;16;2;391
05962028;Kierspe;65;50;14;1;1;58
05962032;Lüdenscheid;310;232;60;18;1;328
05962036;Meinerzhagen;100;78;14;8;-;91
05962040;Menden (Sauerland);187;138;43;6;1;166
05962044;Nachrodt-Wiblingwerde;16;11;5;-;-;19
05962048;Neuenrade;38;36;2;-;1;47
05962052;Plettenberg;110;91;18;1;2;131
05962056;Schalksmühle;52;38;12;2;-;50
05962060;Werdohl;62;53;5;4;-;75
05966004;Attendorn;108;90;15;3;-;117
05966008;Drolshagen;58;34;23;1;-;42
05966012;Finnentrop;66;53;10;3;2;66
05966016;Kirchhundem;45;35;7;3;1;44
05966020;Lennestadt;100;73;24;3;1;92
05966024;Olpe;139;95;39;5;-;115
05966028;Wenden;103;72;27;4;-;94
05970004;Bad Berleburg;61;53;8;-;3;62
05970008;Burbach, Siegerl;50;38;8;4;2;55
05970012;Erndtebrück;20;16;4;-;-;19
05970016;Freudenberg, Westf;73;64;7;2;-;84
05970020;Hilchenbach;50;46;1;3;2;55
05970024;Kreuztal;123;105;8;10;1;137
05970028;Bad Laasphe;34;27;5;2;-;35
05970032;Netphen;78;65;9;4;1;88
05970036;Neunkirchen, Siegerl;42;34;4;4;-;42
05970040;Siegen;382;309;49;24;1;406
05970044;Wilnsdorf;73;57;14;2;-;75
05974004;Anröchte;28;21;5;2;-;27
05974008;Bad Sassendorf;46;39;4;3;1;52
05974012;Ense;51;44;7;-;2;59
05974016;Erwitte;82;59;18;5;4;78
05974020;Geseke;69;51;11;7;2;60
05974024;Lippetal;52;47;5;-;-;64
05974028;Lippstadt;292;249;24;19;1;304
05974032;Möhnesee;64;56;6;2;-;69
05974036;Rüthen;37;31;4;2;1;33
05974040;Soest;225;195;19;11;2;244
05974044;Warstein;77;60;12;5;-;72
05974048;Welver;42;36;5;1;1;43
05974052;Werl;134;113;16;5;2;139
05974056;Wickede (Ruhr);17;14;2;1;-;14
05978004;Bergkamen;138;120;14;4;1;156
05978008;Bönen;74;66;7;1;1;84
05978012;Fröndenberg/Ruhr;51;41;8;2;-;69
05978016;Holzwickede;75;62;11;2;-;71
05978020;Kamen;190;159;19;12;1;218
05978024;Lünen;314;275;27;12;5;345
05978028;Schwerte;257;218;29;10;-;311
05978032;Selm;88;82;3;3;-;107
05978036;Unna, Stadt;307;260;36;11;1;328
05978040;Werne;144;124;16;4;2;149
06411000;Darmstadt, krsfr. Stadt;875;692;160;23;7;826
06412000;Frankfurt am Main, krsfr. Stadt;4091;2983;931;177;16;3714
06413000;Offenbach am Main, krsfr. Stadt;679;498;136;45;1;627
06414000;Wiesbaden, krsfr. Stadt;1532;1156;303;73;3;1516
06431001;Abtsteinach;10;9;1;-;-;14
06431002;Bensheim;184;155;27;2;1;216
06431003;Biblis;27;18;8;1;-;18
06431004;Birkenau;39;29;7;3;2;35
06431005;Bürstadt;57;40;14;3;-;57
06431006;Einhausen, Hess;31;26;5;-;-;39
06431007;Fürth;46;40;6;-;-;54
06431008;Gorxheimertal;5;3;1;1;-;3
06431009;Grasellenbach;5;3;2;-;-;5
06431010;Groß-Rohrheim;8;5;3;-;2;10
06431011;Heppenheim (Bergstraße);124;90;28;6;-;116
06431012;Hirschhorn (Neckar);18;14;4;-;-;18
06431013;Lampertheim;139;110;24;5;1;136
06431014;Lautertal (Odenwald);29;23;4;2;1;28
06431015;Lindenfels;13;8;5;-;-;9
06431016;Lorsch;77;57;18;2;1;72
06431017;Mörlenbach;29;26;3;-;3;34
06431018;Neckarsteinach;21;19;2;-;1;29
06431019;Rimbach, Odenw;23;17;6;-;-;22
06431020;Viernheim;159;127;28;4;1;165
06431021;Wald-Michelbach;45;31;12;2;1;38
06431022;Zwingenberg (Bergstraße);41;30;9;2;1;40
06431200;Michelbuch, gem.fr. Geb.;-;-;-;-;-;-
06432001;Alsbach-Hähnlein;27;21;5;1;-;31
06432002;Babenhausen, Hess;59;47;7;5;1;65
06432003;Bickenbach, Bergstr;24;17;6;1;-;20
06432004;Dieburg;74;54;19;1;-;72
06432005;Eppertshausen;21;13;7;1;-;16
06432006;Erzhausen;12;10;1;1;-;12
06432007;Fischbachtal;4;2;-;2;-;2
06432008;Griesheim;114;79;27;8;-;108
06432009;Groß-Bieberau;16;15;1;-;1;17
06432010;Groß-Umstadt;98;78;18;2;2;107
06432011;Groß-Zimmern;51;35;13;3;-;46
06432012;Messel;13;10;3;-;-;13
06432013;Modautal;14;9;5;-;2;10
06432014;Mühltal;40;35;5;-;-;42
06432015;Münster b Dieburg;51;41;8;2;-;51
06432016;Ober-Ramstadt;58;40;16;2;1;50
06432017;Otzberg;34;26;8;-;-;35
06432018;Pfungstadt;122;88;27;7;2;119
06432019;Reinheim;50;30;19;1;-;35
06432020;Roßdorf b Darmstadt;53;36;14;3;-;46
06432021;Schaafheim;28;19;6;3;-;26
06432022;Seeheim-Jugenheim;47;35;9;3;-;53
06432023;Weiterstadt;155;120;27;8;1;172
06433001;Biebesheim am Rhein;21;15;6;-;-;17
06433002;Bischofsheim;76;59;14;3;-;79
06433003;Büttelborn;74;55;16;3;-;84
06433004;Gernsheim;78;59;17;2;-;86
06433005;Ginsheim-Gustavsburg;52;43;8;1;-;61
06433006;Groß-Gerau;114;89;19;6;-;115
06433007;Kelsterbach;115;81;30;4;1;118
06433008;Mörfelden-Walldorf;140;98;35;7;-;137
06433009;Nauheim;25;21;4;-;-;28
06433010;Raunheim;76;48;25;3;-;59
06433011;Riedstadt;58;41;15;2;1;59
06433012;Rüsselsheim;336;260;66;10;-;349
06433013;Stockstadt am Rhein;14;11;2;1;-;14
06433014;Trebur;32;23;8;1;-;34
06434001;Bad Homburg v.d.Höhe;255;199;47;9;-;257
06434002;Friedrichsdorf;94;73;18;3;1;102
06434003;Glashütten, Taunus;24;20;3;1;2;23
06434004;Grävenwiesbach;20;18;1;1;1;22
06434005;Königstein im Taunus;53;34;13;6;-;49
06434006;Kronberg im Taunus;62;45;14;3;-;62
06434007;Neu-Anspach;42;30;10;2;1;41
06434008;Oberursel (Taunus);200;156;37;7;-;201
06434009;Schmitten;27;18;9;-;1;21
06434010;Steinbach (Taunus);16;16;-;-;-;21
06434011;Usingen;73;53;18;2;1;71
06434012;Wehrheim;35;29;4;2;1;38
06434013;Weilrod;20;17;1;2;1;19
06435001;Bad Orb;21;11;6;4;-;17
06435002;Bad Soden-Salmünster;57;43;12;2;4;52
06435003;Biebergemünd;31;23;6;2;-;42
06435004;Birstein;17;13;3;1;-;25
06435005;Brachttal;15;12;3;-;-;16
06435006;Bruchköbel;68;50;18;-;-;80
06435007;Erlensee;61;39;17;5;1;54
06435008;Flörsbachtal;5;4;1;-;1;3
06435009;Freigericht;25;19;5;1;1;22
06435010;Gelnhausen;113;76;34;3;3;94
06435011;Großkrotzenburg;16;12;4;-;-;16
06435012;Gründau;44;35;7;2;-;56
06435013;Hammersbach;23;16;6;1;-;22
06435014;Hanau;476;370;95;11;-;488
06435015;Hasselroth;17;11;5;1;-;13
06435016;Jossgrund;9;9;-;-;-;16
06435017;Langenselbold;82;56;24;2;-;82
06435018;Linsengericht;28;23;5;-;1;24
06435019;Maintal;141;96;41;4;-;114
06435020;Neuberg;23;16;6;1;-;18
06435021;Nidderau;57;43;12;2;-;58
06435022;Niederdorfelden;8;7;1;-;-;10
06435023;Rodenbach b Hanau;18;8;7;3;-;10
06435024;Ronneburg, Hess;8;8;-;-;-;11
06435025;Schlüchtern;62;45;15;2;-;63
06435026;Schöneck;31;18;13;-;-;20
06435027;Sinntal;24;22;2;-;-;27
06435028;Steinau a.d.Straße;40;31;9;-;-;51
06435029;Wächtersbach;49;37;11;1;-;48
06435200;Gutsbezirk Spessart;2;2;-;-;-;2
06436001;Bad Soden am Taunus;71;51;18;2;2;66
06436002;Eppstein;45;31;13;1;1;44
06436003;Eschborn;98;67;30;1;-;90
06436004;Flörsheim am Main;85;59;21;5;-;100
06436005;Hattersheim am Main;73;55;11;7;-;78
06436006;Hochheim am Main;100;69;25;6;2;94
06436007;Hofheim am Taunus;188;132;51;5;1;170
06436008;Kelkheim (Taunus);91;71;18;2;-;87
06436009;Kriftel;67;51;13;3;1;72
06436010;Liederbach am Taunus;26;23;2;1;1;33
06436011;Schwalbach am Taunus;46;33;10;3;-;43
06436012;Sulzbach (Taunus);45;39;5;1;-;57
06437001;Bad König;35;27;7;1;2;31
06437002;Beerfelden;30;26;4;-;-;41
06437003;Brensbach;9;7;2;-;-;12
06437004;Breuberg;29;21;6;2;-;33
06437005;Brombachtal;8;7;1;-;-;7
06437006;Erbach;67;59;5;3;-;76
06437007;Fränkisch-Crumbach;4;3;-;1;-;3
06437008;Hesseneck;1;1;-;-;1;2
06437009;Höchst i. Odw.;41;28;11;2;-;38
06437010;Lützelbach;18;13;3;2;-;15
06437011;Michelstadt;67;55;10;2;2;64
06437012;Mossautal;15;12;3;-;-;16
06437013;Reichelsheim (Odenwald);42;30;12;-;1;36
06437014;Rothenberg;8;8;-;-;-;10
06437015;Sensbachtal;3;3;-;-;-;3
06438001;Dietzenbach;122;89;21;12;-;119
06438002;Dreieich;181;132;35;14;2;208
06438003;Egelsbach;48;37;9;2;-;52
06438004;Hainburg;49;34;11;4;1;38
06438005;Heusenstamm;64;46;16;2;1;68
06438006;Langen (Hessen);165;124;35;6;2;150
06438007;Mainhausen;37;28;7;2;1;39
06438008;Mühlheim am Main;104;80;19;5;1;100
06438009;Neu-Isenburg;194;151;37;6;2;201
06438010;Obertshausen;117;96;17;4;1;132
06438011;Rodgau;217;173;38;6;1;244
06438012;Rödermark;96;74;19;3;-;102
06438013;Seligenstadt;113;87;23;3;1;131
06439001;Aarbergen;18;16;2;-;-;19
06439002;Bad Schwalbach;33;26;5;2;1;35
06439003;Eltville am Rhein;60;44;12;4;-;68
06439004;Geisenheim;51;35;13;3;-;47
06439005;Heidenrod;30;27;1;2;1;31
06439006;Hohenstein, Untertaunus;27;19;8;-;1;22
06439007;Hünstetten;33;24;9;-;-;37
06439008;Idstein;136;81;49;6;-;100
06439009;Kiedrich;5;5;-;-;-;7
06439010;Lorch, Rheingau;21;15;4;2;-;17
06439011;Niedernhausen;42;25;16;1;-;36
06439012;Oestrich-Winkel;44;29;11;4;1;37
06439013;Rüdesheim am Rhein;52;41;10;1;-;60
06439014;Schlangenbad;24;16;8;-;-;28
06439015;Taunusstein;82;60;17;5;-;84
06439016;Waldems;26;22;4;-;2;27
06439017;Walluf;16;14;2;-;-;16
06440001;Altenstadt, Hess;36;25;9;2;1;35
06440002;Bad Nauheim;118;87;30;1;-;115
06440003;Bad Vilbel;131;105;19;7;1;134
06440004;Büdingen;100;76;18;6;4;108
06440005;Butzbach;140;91;39;10;3;124
06440006;Echzell;18;14;4;-;-;21
06440007;Florstadt;58;40;12;6;2;60
06440008;Friedberg (Hessen);153;108;41;4;-;148
06440009;Gedern;20;16;4;-;-;22
06440010;Glauburg;8;6;1;1;-;8
06440011;Hirzenhain;8;6;1;1;-;9
06440012;Karben;73;55;13;5;1;71
06440013;Kefenrod;6;4;2;-;-;5
06440014;Limeshain;18;12;6;-;-;15
06440015;Münzenberg;41;26;14;1;-;31
06440016;Nidda;76;58;15;3;-;75
06440017;Niddatal;29;19;10;-;-;24
06440018;Ober-Mörlen;72;50;18;4;1;87
06440019;Ortenberg, Hess;19;10;6;3;-;12
06440020;Ranstadt;24;21;3;-;-;31
06440021;Reichelsheim (Wetterau);16;9;6;1;-;13
06440022;Rockenberg;7;7;-;-;-;8
06440023;Rosbach v.d.Höhe;81;63;16;2;-;103
06440024;Wölfersheim;45;27;17;1;1;43
06440025;Wöllstadt;22;17;5;-;1;29
06531001;Allendorf (Lumda);20;16;4;-;-;19
06531002;Biebertal;29;23;3;3;2;27
06531003;Buseck;45;32;12;1;1;39
06531004;Fernwald;54;43;10;1;1;64
06531005;Gießen;538;419;100;19;5;544
06531006;Grünberg, Hess;100;67;29;4;2;105
06531007;Heuchelheim;29;19;9;1;-;21
06531008;Hungen;65;43;19;3;3;63
06531009;Langgöns;43;32;10;1;4;51
06531010;Laubach, Hess;57;44;11;2;1;50
06531011;Lich;65;55;9;1;-;80
06531012;Linden, Hessen;88;63;22;3;1;104
06531013;Lollar;36;27;7;2;1;34
06531014;Pohlheim;68;47;21;-;2;73
06531015;Rabenau, Hess;12;8;2;2;-;10
06531016;Reiskirchen;63;41;20;2;-;58
06531017;Staufenberg, Hess;19;13;6;-;2;16
06531018;Wettenberg;47;34;12;1;-;50
06532001;Aßlar;60;44;11;5;-;55
