GENESIS-Tabelle: 42111-01-04-5-B
Verarbeitendes Gewerbe, Bergbau und Gewinnung von Steinen;;;;;
und Erden: Betriebe, Beschäftigte - Stichtag: 30.09. -;;;;;
regionale Ebenen;;;;;
Verarbeitendes Gewerbe - Jahre ab 2009 mit WZ2008;;;;;
;;;Betriebe;Beschäftigte;Bruttoentgelte
;;;Anzahl;Anzahl;Tsd. EUR
30.09.2014;13056019;Groß Plasten;-;-;-
30.09.2014;13056020;Groß Vielen;-;-;-
30.09.2014;13056022;Hinrichshagen;-;-;-
30.09.2014;13056023;Hohen Wangelin;-;-;-
30.09.2014;13056024;Jabel;-;-;-
30.09.2014;13056025;Jaebetz;-;-;-
30.09.2014;13056026;Kambs;-;-;-
30.09.2014;13056027;Kargow;-;-;-
30.09.2014;13056028;Kieve;-;-;-
30.09.2014;13056029;Klein Lukow;-;-;-
30.09.2014;13056030;Klink;-;-;-
30.09.2014;13056031;Klocksin;-;-;-
30.09.2014;13056033;Krukow;-;-;-
30.09.2014;13056035;Lapitz;-;-;-
30.09.2014;13056036;Lärz;-;-;-
30.09.2014;13056037;Leizen;-;-;-
30.09.2014;13056039;Ludorf;-;-;-
30.09.2014;13056041;Malchow, Stadt;-;-;-
30.09.2014;13056042;Mallin;-;-;-
30.09.2014;13056043;Marihn;-;-;-
30.09.2014;13056044;Massow;-;-;-
30.09.2014;13056045;Melz;-;-;-
30.09.2014;13056047;Möllenhagen;-;-;-
30.09.2014;13056048;Mollenstorf;-;-;-
30.09.2014;13056049;Moltzow;-;-;-
30.09.2014;13056050;Neu Gaarz;-;-;-
30.09.2014;13056051;Nossentiner Hütte;-;-;-
30.09.2014;13056052;Penkow;-;-;-
30.09.2014;13056053;Penzlin, Stadt;-;-;-
30.09.2014;13056054;Priborn;-;-;-
30.09.2014;13056055;Puchow;-;-;-
30.09.2014;13056056;Rechlin;-;-;-
30.09.2014;13056057;Röbel/Müritz, Stadt;-;-;-
30.09.2014;13056060;Schloen;-;-;-
30.09.2014;13056061;Schwarz;-;-;-
30.09.2014;13056062;Schwinkendorf;-;-;-
30.09.2014;13056063;Sietow;-;-;-
30.09.2014;13056064;Silz;-;-;-
30.09.2014;13056065;Stuer;-;-;-
30.09.2014;13056066;Torgelow am See;-;-;-
30.09.2014;13056067;Varchentin;-;-;-
30.09.2014;13056068;Vielist;-;-;-
30.09.2014;13056069;Vipperow;-;-;-
30.09.2014;13056070;Vollrathsruhe;-;-;-
30.09.2014;13056071;Walow;-;-;-
30.09.2014;13056072;Waren (Müritz), Stadt;-;-;-
30.09.2014;13056073;Wredenhagen;-;-;-
30.09.2014;13056074;Zepkow;-;-;-
30.09.2014;13056075;Zislow;-;-;-
30.09.2014;13056076;Fünfseen;-;-;-
30.09.2014;13056077;Lansen-Schönau;-;-;-
30.09.2014;13057002;Ahrenshoop;-;-;-
30.09.2014;13057005;Altenpleen;-;-;-
30.09.2014;13057006;Bad Sülze, Stadt;-;-;-
30.09.2014;13057008;Bartelshagen II b. Barth;-;-;-
30.09.2014;13057009;Barth, Stadt;-;-;-
30.09.2014;13057011;Behnkendorf;-;-;-
30.09.2014;13057013;Born a. Darß;-;-;-
30.09.2014;13057014;Brandshagen;-;-;-
30.09.2014;13057020;Dettmannsdorf;-;-;-
30.09.2014;13057021;Deyelsdorf;-;-;-
30.09.2014;13057022;Dierhagen;-;-;-
30.09.2014;13057024;Drechow;-;-;-
30.09.2014;13057026;Eixen;-;-;-
30.09.2014;13057027;Elmenhorst;-;-;-
30.09.2014;13057028;Franzburg, Stadt;-;-;-
30.09.2014;13057029;Fuhlendorf;-;-;-
30.09.2014;13057030;Glewitz;-;-;-
30.09.2014;13057031;Grammendorf;-;-;-
30.09.2014;13057032;Gransebieth;-;-;-
30.09.2014;13057036;Grimmen, Stadt;-;-;-
30.09.2014;13057037;Groß Kordshagen;-;-;-
30.09.2014;13057038;Groß Mohrdorf;-;-;-
30.09.2014;13057039;Horst;-;-;-
30.09.2014;13057040;Hugoldsdorf;-;-;-
30.09.2014;13057041;Jakobsdorf;-;-;-
30.09.2014;13057043;Karnin;-;-;-
30.09.2014;13057046;Kirchdorf;-;-;-
30.09.2014;13057047;Klausdorf;-;-;-
30.09.2014;13057049;Kramerhof;-;-;-
30.09.2014;13057051;Kummerow;-;-;-
30.09.2014;13057054;Löbnitz;-;-;-
30.09.2014;13057055;Lüdershagen;-;-;-
30.09.2014;13057056;Lüssow;-;-;-
30.09.2014;13057057;Marlow, Stadt;-;-;-
30.09.2014;13057059;Miltzow;-;-;-
30.09.2014;13057060;Neu Bartelshagen;-;-;-
30.09.2014;13057062;Niepars;-;-;-
30.09.2014;13057064;Pantelitz;-;-;-
30.09.2014;13057065;Papenhagen;-;-;-
30.09.2014;13057067;Preetz;-;-;-
30.09.2014;13057068;Prerow;-;-;-
30.09.2014;13057069;Prohn;-;-;-
30.09.2014;13057070;Pruchten;-;-;-
30.09.2014;13057073;Reinberg;-;-;-
30.09.2014;13057074;Ribnitz-Damgarten, Stadt;-;-;-
30.09.2014;13057075;Richtenberg, Stadt;-;-;-
30.09.2014;13057076;Saal;-;-;-
30.09.2014;13057077;Schlemmin;-;-;-
30.09.2014;13057079;Semlow;-;-;-
30.09.2014;13057081;Splietsdorf;-;-;-
30.09.2014;13057083;Steinhagen;-;-;-
30.09.2014;13057085;Tribsees, Stadt;-;-;-
30.09.2014;13057086;Trinwillershagen;-;-;-
30.09.2014;13057087;Velgast;-;-;-
30.09.2014;13057088;Weitenhagen;-;-;-
30.09.2014;13057089;Wendisch Baggendorf;-;-;-
30.09.2014;13057090;Wendorf;-;-;-
30.09.2014;13057091;Wieck a. Darß;-;-;-
30.09.2014;13057092;Wilmshagen;-;-;-
30.09.2014;13057093;Wittenhagen;-;-;-
30.09.2014;13057094;Wustrow;-;-;-
30.09.2014;13057095;Zarrendorf;-;-;-
30.09.2014;13057096;Zingst;-;-;-
30.09.2014;13057097;Süderholz;-;-;-
30.09.2014;13057098;Divitz-Spoldershagen;-;-;-
30.09.2014;13057099;Gremersdorf-Buchholz;-;-;-
30.09.2014;13057100;Millienhagen-Oebelitz;-;-;-
30.09.2014;13057101;Kenz-Küstrow;-;-;-
30.09.2014;13057102;Ahrenshagen-Daskow;-;-;-
30.09.2014;13057103;Lindholz;-;-;-
30.09.2014;13057104;Sundhagen;-;-;-
30.09.2014;13058001;Alt Meteln;-;-;-
30.09.2014;13058003;Bad Kleinen;-;-;-
30.09.2014;13058004;Badow;-;-;-
30.09.2014;13058005;Barnekow;-;-;-
30.09.2014;13058007;Benz;-;-;-
30.09.2014;13058008;Bernstorf;-;-;-
30.09.2014;13058009;Bibow;-;-;-
30.09.2014;13058010;Blowatz;-;-;-
30.09.2014;13058012;Boiensdorf;-;-;-
30.09.2014;13058014;Boltenhagen;-;-;-
30.09.2014;13058015;Börzow;-;-;-
30.09.2014;13058016;Brüsewitz;-;-;-
30.09.2014;13058018;Carlow;-;-;-
30.09.2014;13058019;Cramonshagen;-;-;-
30.09.2014;13058020;Dalberg-Wendelstorf;-;-;-
30.09.2014;13058021;Damshagen;-;-;-
30.09.2014;13058022;Dassow, Stadt;-;-;-
30.09.2014;13058023;Dechow;-;-;-
30.09.2014;13058025;Dorf Mecklenburg;-;-;-
30.09.2014;13058026;Dragun;-;-;-
30.09.2014;13058028;Gadebusch, Stadt;-;-;-
30.09.2014;13058029;Gägelow;-;-;-
30.09.2014;13058030;Glasin;-;-;-
30.09.2014;13058031;Gottesgabe;-;-;-
30.09.2014;13058032;Grambow;-;-;-
30.09.2014;13058034;Grevesmühlen, Stadt;-;-;-
30.09.2014;13058035;Grieben;-;-;-
30.09.2014;13058038;Groß Molzahn;-;-;-
30.09.2014;13058041;Groß Siemz;-;-;-
30.09.2014;13058042;Groß Stieten;-;-;-
30.09.2014;13058045;Hanshagen;-;-;-
30.09.2014;13058047;Hohen Viecheln;-;-;-
30.09.2014;13058048;Holdorf;-;-;-
30.09.2014;13058049;Hornstorf;-;-;-
30.09.2014;13058050;Insel Poel;-;-;-
30.09.2014;13058051;Jesendorf;-;-;-
30.09.2014;13058053;Klein Trebbow;-;-;-
30.09.2014;13058054;Klütz, Stadt;-;-;-
30.09.2014;13058055;Kneese;-;-;-
30.09.2014;13058056;Köchelstorf;-;-;-
30.09.2014;13058058;Krembz;-;-;-
30.09.2014;13058059;Krusenhagen;-;-;-
30.09.2014;13058060;Lockwisch;-;-;-
30.09.2014;13058062;Lübberstorf;-;-;-
30.09.2014;13058063;Lübow;-;-;-
30.09.2014;13058064;Lübstorf;-;-;-
30.09.2014;13058065;Lüdersdorf;-;-;-
30.09.2014;13058066;Lützow;-;-;-
30.09.2014;13058067;Mallentin;-;-;-
30.09.2014;13058068;Menzendorf;-;-;-
30.09.2014;13058069;Metelsdorf;-;-;-
30.09.2014;13058071;Mühlen Eichsen;-;-;-
30.09.2014;13058072;Nesow;-;-;-
30.09.2014;13058073;Neuburg;-;-;-
30.09.2014;13058074;Neukloster, Stadt;-;-;-
30.09.2014;13058075;Niendorf;-;-;-
30.09.2014;13058076;Papenhusen;-;-;-
30.09.2014;13058078;Passee;-;-;-
30.09.2014;13058079;Perlin;-;-;-
30.09.2014;13058080;Pingelshagen;-;-;-
30.09.2014;13058081;Plüschow;-;-;-
30.09.2014;13058082;Pokrent;-;-;-
30.09.2014;13058084;Rehna, Stadt;-;-;-
30.09.2014;13058085;Renzow;-;-;-
30.09.2014;13058086;Rieps;-;-;-
30.09.2014;13058087;Roduchelstorf;-;-;-
30.09.2014;13058088;Roggendorf;-;-;-
30.09.2014;13058089;Roggenstorf;-;-;-
30.09.2014;13058090;Rögnitz;-;-;-
30.09.2014;13058091;Rüting;-;-;-
30.09.2014;13058092;Schimm;-;-;-
30.09.2014;13058093;Schlagsdorf;-;-;-
30.09.2014;13058094;Schönberg, Stadt;-;-;-
30.09.2014;13058095;Seehof;-;-;-
30.09.2014;13058096;Selmsdorf;-;-;-
30.09.2014;13058098;Testorf-Steinfort;-;-;-
30.09.2014;13058099;Thandorf;-;-;-
30.09.2014;13058100;Upahl;-;-;-
30.09.2014;13058101;Utecht;-;-;-
30.09.2014;13058102;Veelböken;-;-;-
30.09.2014;13058103;Ventschow;-;-;-
30.09.2014;13058104;Vitense;-;-;-
30.09.2014;13058105;Warin, Stadt;-;-;-
30.09.2014;13058106;Warnow;-;-;-
30.09.2014;13058107;Wedendorf;-;-;-
30.09.2014;13058108;Zickhusen;-;-;-
30.09.2014;13058109;Zierow;-;-;-
30.09.2014;13058110;Zurow;-;-;-
30.09.2014;13058111;Züsow;-;-;-
30.09.2014;13058112;Moor-Rolofshagen;-;-;-
30.09.2014;13058113;Kalkhorst;-;-;-
30.09.2014;13058114;Bobitz;-;-;-
30.09.2014;13058115;Königsfeld;-;-;-
30.09.2014;13058116;Hohenkirchen;-;-;-
30.09.2014;13058117;Schildetal;-;-;-
30.09.2014;13058118;Damshagen;-;-;-
30.09.2014;13059002;Anklam, Stadt;-;-;-
30.09.2014;13059003;Bandelin;-;-;-
30.09.2014;13059005;Bargischow;-;-;-
30.09.2014;13059006;Behrenhoff;-;-;-
30.09.2014;13059007;Benz;-;-;-
30.09.2014;13059008;Blesewitz;-;-;-
30.09.2014;13059009;Boldekow;-;-;-
30.09.2014;13059011;Brünzow;-;-;-
30.09.2014;13059012;Buddenhagen;-;-;-
30.09.2014;13059013;Bugewitz;-;-;-
30.09.2014;13059014;Buggenhagen;-;-;-
30.09.2014;13059015;Butzow;-;-;-
30.09.2014;13059016;Dargelin;-;-;-
30.09.2014;13059017;Dargen;-;-;-
30.09.2014;13059018;Dersekow;-;-;-
30.09.2014;13059019;Diedrichshagen;-;-;-
30.09.2014;13059020;Drewelow;-;-;-
30.09.2014;13059021;Ducherow;-;-;-
30.09.2014;13059022;Garz;-;-;-
30.09.2014;13059023;Gribow;-;-;-
30.09.2014;13059025;Groß Kiesow;-;-;-
30.09.2014;13059027;Groß Polzin;-;-;-
30.09.2014;13059028;Gützkow, Stadt;-;-;-
30.09.2014;13059029;Hanshagen;-;-;-
30.09.2014;13059031;Hinrichshagen;-;-;-
30.09.2014;13059032;Hohendorf;-;-;-
30.09.2014;13059033;Iven;-;-;-
30.09.2014;13059034;Japenzin;-;-;-
30.09.2014;13059036;Kamminke;-;-;-
30.09.2014;13059037;Karlsburg;-;-;-
30.09.2014;13059038;Karlshagen;-;-;-
30.09.2014;13059039;Katzow;-;-;-
30.09.2014;13059040;Kemnitz;-;-;-
30.09.2014;13059041;Klein Bünzow;-;-;-
30.09.2014;13059042;Kölzin;-;-;-
30.09.2014;13059043;Korswandt;-;-;-
30.09.2014;13059044;Koserow;-;-;-
30.09.2014;13059045;Krien;-;-;-
30.09.2014;13059046;Kröslin;-;-;-
30.09.2014;13059047;Krummin;-;-;-
30.09.2014;13059048;Krusenfelde;-;-;-
30.09.2014;13059049;Lassan, Stadt;-;-;-
30.09.2014;13059050;Levenhagen;-;-;-
30.09.2014;13059051;Liepen;-;-;-
30.09.2014;13059052;Loddin;-;-;-
30.09.2014;13059053;Loissin;-;-;-
30.09.2014;13059054;Löwitz;-;-;-
30.09.2014;13059055;Lubmin;-;-;-
30.09.2014;13059057;Lühmannsdorf;-;-;-
30.09.2014;13059058;Lüssow;-;-;-
30.09.2014;13059059;Lütow;-;-;-
30.09.2014;13059060;Medow;-;-;-
30.09.2014;13059062;Mesekenhagen;-;-;-
30.09.2014;13059063;Mölschow;-;-;-
30.09.2014;13059065;Murchin;-;-;-
30.09.2014;13059066;Neetzow;-;-;-
30.09.2014;13059069;Neu Boltenhagen;-;-;-
30.09.2014;13059070;Neu Kosenow;-;-;-
30.09.2014;13059071;Neuendorf A;-;-;-
30.09.2014;13059072;Neuendorf B;-;-;-
30.09.2014;13059073;Neuenkirchen;-;-;-
30.09.2014;13059074;Neuenkirchen;-;-;-
30.09.2014;13059075;Peenemünde;-;-;-
30.09.2014;13059076;Pelsin;-;-;-
30.09.2014;13059077;Postlow;-;-;-
30.09.2014;13059078;Pudagla;-;-;-
30.09.2014;13059079;Pulow;-;-;-
30.09.2014;13059080;Putzar;-;-;-
30.09.2014;13059081;Rankwitz;-;-;-
30.09.2014;13059083;Rathebur;-;-;-
30.09.2014;13059084;Rossin;-;-;-
30.09.2014;13059085;Rubenow;-;-;-
30.09.2014;13059086;Rubkow;-;-;-
30.09.2014;13059087;Sarnow;-;-;-
30.09.2014;13059088;Sauzin;-;-;-
30.09.2014;13059089;Schmatzin;-;-;-
30.09.2014;13059091;Spantekow;-;-;-
30.09.2014;13059093;Stolpe;-;-;-
30.09.2014;13059094;Stolpe auf Usedom;-;-;-
30.09.2014;13059095;Trassenheide;-;-;-
30.09.2014;13059096;Ückeritz;-;-;-
30.09.2014;13059097;Usedom, Stadt;-;-;-
30.09.2014;13059098;Wackerow;-;-;-
30.09.2014;13059099;Weitenhagen;-;-;-
30.09.2014;13059100;Wietstock;-;-;-
30.09.2014;13059101;Wolgast, Stadt;-;-;-
30.09.2014;13059102;Wrangelsburg;-;-;-
30.09.2014;13059103;Wusterhusen;-;-;-
30.09.2014;13059104;Zemitz;-;-;-
30.09.2014;13059105;Zempin;-;-;-
30.09.2014;13059106;Ziethen;-;-;-
30.09.2014;13059107;Zinnowitz;-;-;-
30.09.2014;13059109;Zirchow;-;-;-
30.09.2014;13059110;Züssow;-;-;-
30.09.2014;13059111;Mellenthin;-;-;-
30.09.2014;13059112;Heringsdorf;-;-;-
30.09.2014;13060001;Banzkow;-;-;-
30.09.2014;13060003;Barnin;-;-;-
30.09.2014;13060004;Blankenberg;-;-;-
30.09.2014;13060005;Borkow;-;-;-
30.09.2014;13060006;Broock;-;-;-
30.09.2014;13060007;Brüel, Stadt;-;-;-
30.09.2014;13060008;Bülow;-;-;-
30.09.2014;13060009;Cambs;-;-;-
30.09.2014;13060010;Crivitz, Stadt;-;-;-
30.09.2014;13060011;Dabel;-;-;-
30.09.2014;13060012;Damm;-;-;-
30.09.2014;13060013;Demen;-;-;-
30.09.2014;13060014;Diestelow;-;-;-
30.09.2014;13060015;Dobbertin;-;-;-
30.09.2014;13060016;Domsühl;-;-;-
30.09.2014;13060017;Friedrichsruhe;-;-;-
30.09.2014;13060020;Ganzlin;-;-;-
30.09.2014;13060021;Gischow;-;-;-
30.09.2014;13060022;Gneven;-;-;-
30.09.2014;13060024;Godern;-;-;-
30.09.2014;13060025;Göhren;-;-;-
30.09.2014;13060026;Goldberg, Stadt;-;-;-
30.09.2014;13060027;Goldenstädt;-;-;-
30.09.2014;13060028;Granzin;-;-;-
30.09.2014;13060029;Grebbin;-;-;-
30.09.2014;13060030;Groß Godems;-;-;-
30.09.2014;13060032;Groß Niendorf;-;-;-
30.09.2014;13060033;Herzberg;-;-;-
30.09.2014;13060035;Hohen Pritz;-;-;-
30.09.2014;13060036;Karbow-Vietlübbe;-;-;-
30.09.2014;13060037;Karow;-;-;-
30.09.2014;13060038;Karrenzin;-;-;-
30.09.2014;13060039;Klinken;-;-;-
30.09.2014;13060040;Kobrow;-;-;-
30.09.2014;13060041;Kreien;-;-;-
30.09.2014;13060042;Kritzow;-;-;-
30.09.2014;13060045;Langen Brütz;-;-;-
30.09.2014;13060046;Langen Jarchow;-;-;-
30.09.2014;13060047;Langenhagen;-;-;-
30.09.2014;13060048;Leezen;-;-;-
30.09.2014;13060049;Lübz, Stadt;-;-;-
30.09.2014;13060050;Lutheran;-;-;-
30.09.2014;13060051;Marnitz;-;-;-
30.09.2014;13060052;Matzlow-Garwitz;-;-;-
30.09.2014;13060053;Mestlin;-;-;-
30.09.2014;13060054;Mustin;-;-;-
30.09.2014;13060055;Neu Poserin;-;-;-
30.09.2014;13060056;Parchim, Stadt;-;-;-
30.09.2014;13060057;Passow;-;-;-
30.09.2014;13060059;Pinnow;-;-;-
30.09.2014;13060060;Plate;-;-;-
30.09.2014;13060061;Plau am See, Stadt;-;-;-
30.09.2014;13060063;Raben Steinfeld;-;-;-
30.09.2014;13060064;Raduhn;-;-;-
30.09.2014;13060067;Rom;-;-;-
30.09.2014;13060070;Severin;-;-;-
30.09.2014;13060071;Siggelkow;-;-;-
30.09.2014;13060072;Spornitz;-;-;-
30.09.2014;13060073;Sternberg, Stadt;-;-;-
30.09.2014;13060074;Stolpe;-;-;-
30.09.2014;13060076;Suckow;-;-;-
30.09.2014;13060077;Sukow;-;-;-
30.09.2014;13060078;Techentin;-;-;-
30.09.2014;13060079;Tessenow;-;-;-
30.09.2014;13060080;Tramm;-;-;-
30.09.2014;13060081;Wahlstorf;-;-;-
30.09.2014;13060082;Weitendorf;-;-;-
30.09.2014;13060083;Wendisch Priborn;-;-;-
30.09.2014;13060084;Wendisch Waren;-;-;-
30.09.2014;13060086;Werder;-;-;-
30.09.2014;13060087;Wessin;-;-;-
30.09.2014;13060088;Witzin;-;-;-
30.09.2014;13060089;Zahrensdorf;-;-;-
30.09.2014;13060090;Zapel;-;-;-
30.09.2014;13060091;Ziegendorf;-;-;-
30.09.2014;13060092;Zölkow;-;-;-
30.09.2014;13060093;Gallin-Kuppentin;-;-;-
30.09.2014;13060094;Barkhagen;-;-;-
30.09.2014;13060095;Buchberg;-;-;-
30.09.2014;13060096;Dobin am See;-;-;-
30.09.2014;13060097;Kuhlen-Wendorf;-;-;-
30.09.2014;13060098;Lewitzrand;-;-;-
30.09.2014;13060099;Techentin;-;-;-
30.09.2014;13061001;Altefähr;-;-;-
30.09.2014;13061002;Altenkirchen;-;-;-
30.09.2014;13061003;Baabe;-;-;-
30.09.2014;13061004;Bergen auf Rügen, Stadt;-;-;-
30.09.2014;13061005;Binz;-;-;-
30.09.2014;13061006;Breege;-;-;-
30.09.2014;13061007;Buschvitz;-;-;-
30.09.2014;13061008;Dranske;-;-;-
30.09.2014;13061009;Dreschvitz;-;-;-
30.09.2014;13061010;Gager;-;-;-
30.09.2014;13061011;Garz/Rügen, Stadt;-;-;-
30.09.2014;13061012;Gingst;-;-;-
30.09.2014;13061013;Glowe;-;-;-
30.09.2014;13061014;Göhren;-;-;-
30.09.2014;13061016;Gustow;-;-;-
30.09.2014;13061017;Insel Hiddensee;-;-;-
30.09.2014;13061019;Kluis;-;-;-
30.09.2014;13061020;Lancken-Granitz;-;-;-
30.09.2014;13061021;Lietzow;-;-;-
30.09.2014;13061022;Lohme;-;-;-
30.09.2014;13061023;Middelhagen;-;-;-
30.09.2014;13061024;Neuenkirchen;-;-;-
30.09.2014;13061025;Parchtitz;-;-;-
30.09.2014;13061026;Patzig;-;-;-
30.09.2014;13061027;Poseritz;-;-;-
30.09.2014;13061028;Putbus, Stadt;-;-;-
30.09.2014;13061029;Putgarten;-;-;-
30.09.2014;13061030;Ralswiek;-;-;-
30.09.2014;13061031;Rambin;-;-;-
30.09.2014;13061032;Rappin;-;-;-
30.09.2014;13061033;Sagard;-;-;-
30.09.2014;13061034;Samtens;-;-;-
30.09.2014;13061035;Sassnitz, Stadt;-;-;-
30.09.2014;13061036;Schaprode;-;-;-
30.09.2014;13061037;Sehlen;-;-;-
30.09.2014;13061038;Sellin;-;-;-
30.09.2014;13061039;Thesenvitz;-;-;-
30.09.2014;13061040;Thiessow;-;-;-
30.09.2014;13061041;Trent;-;-;-
30.09.2014;13061042;Ummanz;-;-;-
30.09.2014;13061043;Wiek;-;-;-
30.09.2014;13061044;Zirkow;-;-;-
30.09.2014;13062001;Ahlbeck;-;-;-
30.09.2014;13062002;Altwarp;-;-;-
30.09.2014;13062003;Altwigshagen;-;-;-
30.09.2014;13062005;Bergholz;-;-;-
30.09.2014;13062007;Blankensee;-;-;-
30.09.2014;13062008;Blumenhagen;-;-;-
30.09.2014;13062009;Boock;-;-;-
30.09.2014;13062010;Brietzig;-;-;-
30.09.2014;13062011;Damerow;-;-;-
30.09.2014;13062012;Eggesin, Stadt;-;-;-
30.09.2014;13062013;Fahrenwalde;-;-;-
30.09.2014;13062014;Ferdinandshof;-;-;-
30.09.2014;13062016;Glasow;-;-;-
30.09.2014;13062017;Grambin;-;-;-
30.09.2014;13062018;Grambow;-;-;-
30.09.2014;13062019;Groß Luckow;-;-;-
30.09.2014;13062021;Hammer a. d. Uecker;-;-;-
30.09.2014;13062022;Heinrichsruh;-;-;-
30.09.2014;13062023;Heinrichswalde;-;-;-
30.09.2014;13062024;Hintersee;-;-;-
30.09.2014;13062025;Jatznick;-;-;-
30.09.2014;13062026;Klein Luckow;-;-;-
30.09.2014;13062027;Koblentz;-;-;-
30.09.2014;13062028;Krackow;-;-;-
30.09.2014;13062029;Krugsdorf;-;-;-
30.09.2014;13062031;Leopoldshagen;-;-;-
30.09.2014;13062032;Liepgarten;-;-;-
30.09.2014;13062033;Löcknitz;-;-;-
30.09.2014;13062034;Luckow;-;-;-
30.09.2014;13062036;Meiersberg;-;-;-
30.09.2014;13062038;Mönkebude;-;-;-
30.09.2014;13062039;Nadrensee;-;-;-
30.09.2014;13062040;Nieden;-;-;-
30.09.2014;13062042;Papendorf;-;-;-
30.09.2014;13062043;Pasewalk, Stadt;-;-;-
30.09.2014;13062044;Penkun, Stadt;-;-;-
30.09.2014;13062045;Plöwen;-;-;-
30.09.2014;13062046;Polzow;-;-;-
30.09.2014;13062047;Ramin;-;-;-
30.09.2014;13062049;Rollwitz;-;-;-
30.09.2014;13062050;Rossow;-;-;-
30.09.2014;13062051;Rothemühl;-;-;-
30.09.2014;13062052;Rothenklempenow;-;-;-
30.09.2014;13062053;Schönwalde;-;-;-
30.09.2014;13062056;Strasburg (Uckermark), Stadt;-;-;-
30.09.2014;13062057;Torgelow-Holländerei;-;-;-
30.09.2014;13062058;Torgelow, Stadt;-;-;-
30.09.2014;13062059;Ueckermünde, Stadt;-;-;-
30.09.2014;13062060;Viereck;-;-;-
30.09.2014;13062061;Vogelsang-Warsin;-;-;-
30.09.2014;13062062;Wilhelmsburg;-;-;-
30.09.2014;13062064;Zerrenthin;-;-;-
30.09.2014;13062065;Züsedom;-;-;-
30.09.2014;13062066;Lübs;-;-;-
30.09.2014;13071001;Alt Schwerin;0;0;0
30.09.2014;13071002;Altenhagen;0;0;0
30.09.2014;13071003;Altenhof;0;0;0
30.09.2014;13071004;Altentreptow, Stadt;5;613;19149
30.09.2014;13071005;Ankershagen;0;0;0
30.09.2014;13071006;Bartow;0;0;0
30.09.2014;13071007;Basedow;0;0;0
30.09.2014;13071008;Beggerow;0;0;0
30.09.2014;13071009;Beseritz;0;0;0
30.09.2014;13071010;Blankenhof;0;0;0
30.09.2014;13071011;Blankensee;0;0;0
30.09.2014;13071012;Blumenholz;0;0;0
30.09.2014;13071013;Bollewick;0;0;0
30.09.2014;13071014;Borrentin;0;0;0
30.09.2014;13071015;Bredenfelde;0;0;0
30.09.2014;13071016;Breesen;0;0;0
30.09.2014;13071017;Breest;0;0;0
30.09.2014;13071018;Briggow;0;0;0
30.09.2014;13071019;Brunn;0;0;0
30.09.2014;13071020;Buchholz;0;0;0
30.09.2014;13071021;Burg Stargard, Stadt;0;0;0
30.09.2014;13071022;Burow;0;0;0
30.09.2014;13071023;Bütow;0;0;0
30.09.2014;13071024;Cammin;-;-;-
30.09.2014;13071025;Carpin;1;.;.
30.09.2014;13071026;Cölpin;0;0;0
30.09.2014;13071027;Dargun, Stadt;4;574;16864
30.09.2014;13071028;Datzetal;0;0;0
30.09.2014;13071029;Demmin, Hansestadt;5;174;4775
30.09.2014;13071030;Duckow;0;0;0
30.09.2014;13071031;Eichhorst;-;-;-
30.09.2014;13071032;Faulenrost;0;0;0
30.09.2014;13071033;Feldberger Seenlandschaft;1;.;.
30.09.2014;13071034;Fincken;0;0;0
30.09.2014;13071035;Friedland, Stadt;4;116;2112
30.09.2014;13071036;Fünfseen;0;0;0
30.09.2014;13071037;Galenbeck;0;0;0
30.09.2014;13071038;Genzkow;0;0;0
30.09.2014;13071039;Gielow;0;0;0
30.09.2014;13071040;Glienke;-;-;-
30.09.2014;13071041;Gnevkow;0;0;0
30.09.2014;13071042;Godendorf;0;0;0
30.09.2014;13071043;Göhren-Lebbin;0;0;0
30.09.2014;13071044;Golchen;0;0;0
30.09.2014;13071045;Gotthun;0;0;0
30.09.2014;13071046;Grabow-Below;0;0;0
30.09.2014;13071047;Grabowhöfe;0;0;0
30.09.2014;13071048;Grammentin;0;0;0
30.09.2014;13071049;Grapzow;0;0;0
30.09.2014;13071050;Grischow;0;0;0
30.09.2014;13071051;Groß Dratow;-;-;-
30.09.2014;13071052;Groß Gievitz;-;-;-
30.09.2014;13071053;Groß Kelle;0;0;0
30.09.2014;13071054;Groß Miltzow;0;0;0
30.09.2014;13071055;Groß Nemerow;0;0;0
30.09.2014;13071056;Groß Plasten;0;0;0
30.09.2014;13071057;Groß Teetzleben;0;0;0
30.09.2014;13071058;Grünow;0;0;0
30.09.2014;13071059;Gültz;0;0;0
30.09.2014;13071060;Gülzow;0;0;0
30.09.2014;13071061;Helpt;-;-;-
30.09.2014;13071062;Hinrichshagen;-;-;-
30.09.2014;13071063;Hohen Wangelin;2;.;.
30.09.2014;13071064;Hohenbollentin;0;0;0
30.09.2014;13071065;Hohenmocker;0;0;0
30.09.2014;13071066;Hohenzieritz;0;0;0
30.09.2014;13071067;Holldorf;0;0;0
30.09.2014;13071068;Ivenack;0;0;0
30.09.2014;13071069;Jabel;0;0;0
30.09.2014;13071070;Jürgenstorf;0;0;0
30.09.2014;13071071;Kargow;1;.;.
30.09.2014;13071072;Kentzlin;0;0;0
30.09.2014;13071073;Kieve;0;0;0
30.09.2014;13071074;Kittendorf;0;0;0
30.09.2014;13071075;Klein Vielen;0;0;0
30.09.2014;13071076;Kletzin;1;.;.
30.09.2014;13071077;Klink;0;0;0
30.09.2014;13071078;Klocksin;1;.;.
30.09.2014;13071079;Knorrendorf;0;0;0
