GENESIS-Tabelle: 31211-06-01-5-B
Wohngebäude nach Baujahr;;;;;;;;;;;;
- Stichtag 09.05.2011;;;;;;;;;;;;
regionale Ebenen;;;;;;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;;;;;;
Stichtag: 09.05.2011;;;;;;;;;;;;
;;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude
;;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr
;;Insgesamt;Baujahr vor 1919;Baujahr 1919 bis 1948;Baujahr 1949 bis 1978;Baujahr 1979 bis 1986;Baujahr 1987 bis 1990;Baujahr 1991 bis 1995;Baujahr 1996 bis 2000;Baujahr 2001 bis 2004;Baujahr 2005 bis 2008;Baujahr 2009 und später
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
0713201114;Werkhausen;65;9;3;22;10;-;-;4;10;4;3
0713201115;Weyerbusch;428;12;54;178;43;25;43;45;15;10;3
0713201118;Wölmersen;136;24;9;41;15;9;19;6;6;7;-
0713201201;Berod bei Hachenburg;189;13;37;88;24;-;6;9;6;-;6
0713201501;Altenkirchen (Westerwald);1415;79;223;574;168;48;159;115;33;10;6
0713202;Betzdorf, Verbandsgem.;4723;610;733;2102;400;134;266;267;143;56;12
0713202002;Alsdorf, Sieg;542;86;71;231;37;24;43;24;16;7;3
0713202006;Betzdorf;2883;389;509;1279;236;69;130;165;67;36;3
0713202042;Grünebach;191;35;15;88;20;6;18;9;-;-;-
0713202098;Scheuerfeld;702;48;85;332;75;20;48;53;25;10;6
0713202111;Wallmenroth;405;52;53;172;32;15;27;16;35;3;-
0713203;Daaden, Verbandsgem.;3967;657;386;1686;356;101;231;257;178;77;38
0713203018;Daaden;1536;299;179;661;138;27;60;76;64;25;7
0713203019;Derschen;343;49;22;148;35;9;19;38;17;-;6
0713203026;Emmerzhausen;264;35;25;117;34;6;21;12;11;3;-
0713203036;Friedewald, Westerwald;365;56;22;159;25;12;25;39;15;3;9
0713203050;Herdorf, Stadt;-;-;-;-;-;-;-;-;-;-;-
0713203068;Mauden;34;10;3;9;-;3;6;-;3;-;-
0713203075;Niederdreisbach;323;58;33;147;20;8;14;29;7;7;-
0713203079;Nisterberg;145;19;13;56;19;11;17;0;4;6;-
0713203101;Schutzbach;138;16;7;71;30;3;-;4;3;4;-
0713203113;Weitefeld;819;115;82;318;55;22;69;59;54;29;16
0713204;Flammersfeld, Verbandsgem.;4104;449;379;1585;543;144;284;359;179;138;44
0713204005;Berzhausen;55;7;3;25;11;6;-;3;-;-;-
0713204015;Bürdenbach;259;19;10;65;123;6;12;9;6;3;6
0713204016;Burglahr;192;28;21;78;30;3;12;0;11;6;3
0713204023;Eichen;179;34;25;53;22;3;15;21;3;3;-
0713204029;Eulenberg;31;10;3;3;3;-;3;6;-;-;3
0713204032;Flammersfeld;385;30;42;158;62;30;12;23;6;22;-
0713204041;Giershausen;35;3;3;13;6;4;-;3;-;3;-
0713204043;Güllesheim;259;33;16;117;38;13;19;6;8;6;3
0713204055;Horhausen (Westerwald);601;43;33;228;57;28;73;57;48;28;6
0713204060;Kescheid;34;6;7;7;4;-;7;-;-;3;-
0713204065;Krunkel;220;6;22;102;20;-;17;35;9;3;6
0713204078;Niedersteinebach;75;23;15;28;3;-;-;6;-;-;-
0713204083;Oberlahr;285;26;44;119;29;12;10;23;9;13;-
0713204084;Obernau;53;6;9;25;-;3;6;4;-;-;-
0713204085;Obersteinebach;88;10;-;35;6;3;3;12;7;9;3
0713204088;Orfgen;92;15;21;18;4;12;6;9;3;4;-
0713204089;Peterslahr;120;14;9;61;10;6;13;3;-;4;-
0713204090;Pleckhausen;274;23;13;125;36;-;16;32;20;9;-
0713204093;Reiferscheid;146;26;8;49;6;6;12;20;15;-;4
0713204097;Rott, Westerwald;127;20;9;65;7;-;12;11;3;-;-
0713204100;Schürdt;84;6;13;41;3;3;3;0;9;3;3
0713204103;Seelbach (Westerwald);122;26;19;35;10;3;6;20;-;3;-
0713204104;Seifen;42;0;12;8;8;-;-;7;3;-;4
0713204112;Walterschen;56;12;6;13;-;-;13;9;-;3;-
0713204116;Willroth;251;16;13;108;38;3;11;33;13;13;3
0713204119;Ziegenhain;39;7;3;6;7;-;3;7;6;-;-
0713205;Gebhardshain, Verbandsgem.;3696;371;331;1488;387;177;319;289;195;92;47
0713205020;Dickendorf;110;9;6;43;9;3;9;21;10;-;-
0713205024;Elben;131;9;16;36;9;7;7;10;3;25;9
0713205025;Elkenroth;629;43;73;260;51;39;60;45;41;17;-
0713205030;Fensdorf;156;12;9;45;21;13;18;23;9;3;3
0713205039;Gebhardshain;574;57;29;268;51;19;35;51;39;16;9
0713205059;Kausen;265;38;28;94;25;0;30;12;25;6;7
0713205066;Malberg, Westerwald;330;38;31;121;54;25;13;36;3;6;3
0713205071;Molzhain;196;13;22;92;15;4;19;15;9;4;3
0713205073;Nauroth;381;42;33;143;57;9;50;21;13;6;7
0713205095;Rosenheim (Landkreis Altenkirchen);271;33;18;95;31;25;24;23;19;3;-
0713205107;Steinebach/Sieg;451;65;48;208;42;21;19;18;21;6;3
0713205108;Steineroth;202;12;18;83;22;12;35;14;3;-;3
0713206;Hamm (Sieg), Verbandsgem.;4081;486;461;1628;419;104;265;355;199;134;30
0713206007;Birkenbeul;158;26;24;50;6;3;9;19;14;7;-
0713206010;Bitzen;290;45;53;97;23;7;24;19;13;9;-
0713206013;Breitscheidt;323;46;41;93;43;6;36;34;10;14;-
0713206014;Bruchertseifen;246;16;40;86;41;-;18;23;9;4;9
0713206028;Etzbach;372;34;19;140;30;9;27;36;42;26;9
0713206034;Forst b Wissen, Sieg;249;33;22;88;37;9;12;24;12;12;-
0713206038;Fürthen;407;40;55;147;60;13;27;33;23;6;3
0713206044;Hamm (Sieg);919;105;87;466;62;25;52;57;34;22;9
0713206077;Niederirsen;40;7;-;14;9;4;-;6;-;-;-
0713206091;Pracht;512;57;73;201;53;13;30;58;20;7;-
0713206096;Roth b Hamm, Sieg;518;64;43;239;51;12;30;40;12;27;-
0713206102;Seelbach b Hamm (Sieg);47;13;4;7;4;3;-;6;10;-;-
0713207;Kirchen (Sieg), Verbandsgem.;7605;1528;830;3119;679;292;399;385;213;120;40
0713207012;Brachbach;858;130;105;370;70;44;35;41;27;24;12
0713207037;Friesenhagen;506;92;47;199;63;22;12;49;19;-;3
0713207045;Harbach;184;55;24;48;17;9;7;15;-;3;6
0713207063;Kirchen (Sieg);2864;617;352;1152;244;92;150;132;85;34;6
0713207072;Mudersbach;1863;391;196;737;166;69;111;90;44;50;9
0713207076;Niederfischbach;1330;243;106;613;119;56;84;58;38;9;4
0713208;Wissen, Verbandsgem.;5034;645;745;2011;444;185;330;347;167;121;39
0713208008;Birken-Honigsessen;826;47;69;371;81;51;45;76;39;21;26
0713208011;Mittelhof;398;50;23;89;71;40;77;25;17;6;-
0713208054;Hövels;213;43;20;101;10;-;14;6;12;7;-
0713208080;Katzwinkel (Sieg);621;103;52;220;103;7;45;44;29;15;3
0713208105;Selbach (Sieg);288;21;30;134;30;20;18;13;6;12;4
0713208117;Wissen;2688;381;551;1096;149;67;131;183;64;60;6
0713209;Betzdorf-Gebhardshain;-;-;-;-;-;-;-;-;-;-;-
0713209002;Alsdorf;-;-;-;-;-;-;-;-;-;-;-
0713209006;Betzdorf, Stadt;-;-;-;-;-;-;-;-;-;-;-
0713209020;Dickendorf;-;-;-;-;-;-;-;-;-;-;-
0713209024;Elben;-;-;-;-;-;-;-;-;-;-;-
0713209025;Elkenroth;-;-;-;-;-;-;-;-;-;-;-
0713209030;Fensdorf;-;-;-;-;-;-;-;-;-;-;-
0713209039;Gebhardshain;-;-;-;-;-;-;-;-;-;-;-
0713209042;Grünebach;-;-;-;-;-;-;-;-;-;-;-
0713209059;Kausen;-;-;-;-;-;-;-;-;-;-;-
0713209066;Malberg;-;-;-;-;-;-;-;-;-;-;-
0713209071;Molzhain;-;-;-;-;-;-;-;-;-;-;-
0713209073;Nauroth;-;-;-;-;-;-;-;-;-;-;-
0713209095;Rosenheim (Altenk.);-;-;-;-;-;-;-;-;-;-;-
0713209098;Scheuerfeld;-;-;-;-;-;-;-;-;-;-;-
0713209107;Steinebach/Sieg;-;-;-;-;-;-;-;-;-;-;-
0713209108;Steineroth;-;-;-;-;-;-;-;-;-;-;-
0713209111;Wallmenroth;-;-;-;-;-;-;-;-;-;-;-
0713300006;Bad Kreuznach, verbandsfr. Gemeinde;8576;1114;1229;3676;783;332;520;392;238;211;81
0713300052;Kirn, verbandsfr. Gemeinde;2459;487;393;1104;136;44;94;96;74;25;6
0713301;Bad Kreuznach, Verbandsgem.;3054;620;173;1005;396;107;182;193;193;153;32
0713301003;Altenbamberg;-;-;-;-;-;-;-;-;-;-;-
0713301012;Biebelsheim;219;55;6;46;25;3;6;12;7;56;3
0713301030;Feilbingert;-;-;-;-;-;-;-;-;-;-;-
0713301031;Frei-Laubersheim;363;94;25;128;38;11;13;20;22;0;12
0713301032;Fürfeld;503;140;26;168;50;16;15;32;25;31;0
0713301037;Hackenheim;665;90;31;265;94;12;39;40;60;24;10
0713301039;Hallgarten;-;-;-;-;-;-;-;-;-;-;-
0713301045;Hochstätten;-;-;-;-;-;-;-;-;-;-;-
0713301069;Neu-Bamberg;367;57;30;131;72;9;27;22;9;10;-
0713301078;Pfaffen-Schwabenheim;383;85;19;105;77;17;33;28;19;-;-
0713301080;Pleitersheim;115;21;10;21;10;10;9;6;22;3;3
0713301104;Tiefenthal, Rheinhessen;50;11;7;7;-;-;6;3;3;9;4
0713301106;Volxheim;389;67;19;134;30;29;34;30;26;20;-
0713302;Bad Münster am Stein-Ebernburg, Verbandsgem.;3683;763;274;1513;386;127;134;212;116;119;39
0713302003;Altenbamberg;287;66;25;98;15;12;20;16;22;13;-
0713302007;Bad Münster am Stein-Ebernburg;970;143;93;471;118;31;31;20;15;42;6
0713302027;Duchroth;223;74;16;60;16;12;4;16;16;6;3
0713302030;Feilbingert;626;128;32;245;65;19;35;56;24;16;6
0713302039;Hallgarten;283;56;25;99;28;3;6;28;21;14;3
0713302045;Hochstätten;226;77;29;76;16;9;3;7;3;-;6
0713302070;Niederhausen;201;39;22;50;27;13;6;34;6;4;-
0713302071;Norheim;532;92;22;283;55;13;16;18;6;12;15
0713302074;Oberhausen an der Nahe;124;39;3;36;13;7;13;6;3;4;-
0713302105;Traisen;211;49;7;95;33;8;-;11;-;8;-
0713303;Kirn-Land, Verbandsgem.;3636;708;320;1351;402;115;168;250;157;128;37
0713303008;Bärenbach b Idar-Oberstein;193;28;25;58;25;3;12;15;6;15;6
0713303010;Becherbach bei Kirn;162;50;10;47;13;6;12;15;3;6;-
0713303016;Brauweiler;31;7;-;12;6;-;-;-;-;3;3
0713303038;Hahnenbach;183;22;17;108;12;-;4;3;14;3;-
0713303041;Heimweiler;135;54;9;31;15;-;9;17;-;-;-
0713303042;Heinzenberg;9;6;-;-;-;3;-;-;-;-;-
0713303043;Hennweiler;455;55;39;187;65;6;27;35;22;16;3
0713303046;Hochstetten-Dhaun;616;118;61;231;57;15;23;41;39;21;10
0713303047;Horbach b Simmertal;13;10;-;3;-;-;-;-;-;-;-
0713303059;Limbach b Kirn, Nahe;113;47;9;22;10;3;9;13;-;-;-
0713303063;Meckenbach b Kirn, Nahe;137;29;20;33;17;-;6;9;13;7;3
0713303073;Oberhausen bei Kirn;318;43;28;143;23;9;6;33;16;17;-
0713303077;Otzweiler;78;18;9;21;9;9;6;3;3;-;-
0713303096;Simmertal;634;79;38;263;97;40;39;41;15;16;6
0713303113;Weitersborn;82;10;6;41;9;6;-;6;4;-;-
0713303201;Bruschied;126;27;13;33;15;-;3;12;6;11;6
0713303202;Kellenbach;114;36;16;30;6;-;6;7;-;13;-
0713303203;Königsau;29;11;3;15;0;-;-;-;-;-;-
0713303204;Schneppenbach;96;30;14;29;14;3;3;-;3;-;-
0713303205;Schwarzerden;112;28;3;44;9;12;3;-;13;-;-
0713304;Langenlonsheim, Verbandsgem.;4312;718;413;1552;465;201;295;319;175;121;53
0713304018;Bretzenheim;743;122;48;304;58;25;33;79;42;23;9
0713304026;Dorsheim;216;15;21;49;15;19;49;38;0;3;7
0713304035;Guldental;841;175;100;239;121;43;65;44;28;22;4
0713304054;Langenlonsheim;1148;168;131;471;101;46;74;93;36;25;3
0713304056;Laubenheim;311;66;27;133;45;6;6;9;3;6;10
0713304087;Rümmelsheim;463;56;53;148;34;38;43;26;31;24;10
0713304114;Windesheim;590;116;33;208;91;24;25;30;35;18;10
0713305;Meisenheim, Verbandsgem.;2859;1023;272;811;251;75;130;161;61;44;31
0713305001;Abtweiler;89;44;10;9;-;11;6;6;-;-;3
0713305011;Becherbach;354;148;46;81;18;6;16;22;3;7;7
0713305017;Breitenheim;168;50;19;44;18;9;13;12;3;-;-
0713305020;Callbach;158;70;6;41;21;4;10;3;3;-;-
0713305024;Desloch;139;53;6;47;11;-;6;3;4;6;3
0713305049;Hundsbach;170;52;27;45;18;3;3;16;-;3;3
0713305051;Jeckenbach;96;50;6;22;6;-;-;6;-;-;6
0713305058;Lettweiler;86;40;12;18;-;-;7;3;6;-;-
0713305060;Löllbach;81;28;11;30;3;-;3;3;3;-;-
0713305065;Meisenheim;821;224;70;300;74;18;28;53;23;25;6
0713305081;Raumbach;159;68;11;40;18;3;7;9;-;-;3
0713305083;Rehborn;300;103;25;82;38;8;19;12;13;-;-
0713305084;Reiffelbach;93;35;6;22;10;7;3;10;-;-;-
0713305090;Schmittweiler;78;25;10;13;9;6;9;3;3;-;-
0713305092;Schweinschied;67;33;7;17;7;-;-;-;-;3;-
0713306;Rüdesheim, Verbandsgem.;8256;1299;521;3186;968;366;556;531;432;307;90
0713306002;Allenfeld;59;6;4;18;7;12;3;3;6;-;-
0713306004;Argenschwang;136;31;-;30;33;6;10;6;13;3;4
0713306013;Bockenau;436;105;30;138;53;6;18;46;19;18;3
0713306014;Boos, Nahe;152;40;12;42;12;-;18;12;9;4;3
0713306015;Braunweiler;222;41;22;74;18;9;12;6;15;19;6
0713306019;Burgsponheim;99;18;-;35;6;6;-;6;12;13;3
0713306021;Dalberg;85;24;13;26;6;3;-;6;-;3;4
0713306027;Duchroth;-;-;-;-;-;-;-;-;-;-;-
0713306033;Gebroth;58;17;6;25;3;-;4;3;-;-;-
0713306036;Gutenberg;322;41;10;113;52;25;28;29;18;6;-
0713306040;Hargesheim;876;94;46;468;74;24;79;42;19;17;13
0713306044;Hergenfeld;168;26;16;52;13;6;12;10;24;6;3
0713306048;Hüffelsheim;447;76;16;167;32;34;38;28;32;21;3
0713306061;Mandel;300;47;31;82;4;13;54;17;6;37;9
0713306068;Münchwald;119;12;12;42;19;12;3;9;7;3;-
0713306070;Niederhausen;-;-;-;-;-;-;-;-;-;-;-
0713306071;Norheim;-;-;-;-;-;-;-;-;-;-;-
0713306074;Oberhausen an d.Nahe;-;-;-;-;-;-;-;-;-;-;-
0713306075;Oberstreit;97;28;-;29;6;4;9;9;3;9;-
0713306086;Roxheim;716;76;31;275;109;15;79;43;70;15;3
0713306088;Sankt Katharinen;139;16;10;40;18;15;3;37;0;-;-
0713306089;Schloßböckelheim;156;44;12;61;15;3;15;0;-;6;-
0713306098;Sommerloch;135;13;13;36;25;7;10;6;17;8;-
0713306099;Spabrücken;408;53;41;131;61;38;12;25;19;15;13
0713306100;Spall;53;26;-;13;7;-;-;-;-;7;-
0713306101;Sponheim;279;64;24;84;44;16;16;12;16;3;-
0713306105;Traisen;-;-;-;-;-;-;-;-;-;-;-
0713306107;Waldböckelheim;752;100;55;361;80;26;21;76;24;6;3
0713306109;Wallhausen, Kr Bad Kreuznach;518;119;35;188;57;22;31;25;15;22;4
0713306112;Weinsheim, Kr Bad Kreuznach;616;96;46;233;70;36;20;25;53;37;-
0713306115;Winterbach, Kr Bad Kreuznach;186;26;7;103;19;-;6;25;0;-;-
0713306117;Rüdesheim;722;60;29;320;125;28;55;25;35;29;16
0713307;Bad Sobernheim, Verbandsgem.;6025;1331;580;2182;650;177;295;389;230;136;55
0713307005;Auen;78;18;4;24;13;-;7;-;12;-;-
0713307009;Bärweiler;99;37;6;27;3;3;3;6;11;3;-
0713307022;Daubach, Hunsrück;75;18;6;24;12;-;-;9;6;-;-
0713307050;Ippenschied;44;10;3;17;7;-;-;-;3;-;4
0713307053;Kirschroth;116;53;-;9;10;3;15;13;3;6;4
0713307055;Langenthal;38;18;3;10;3;4;-;-;-;-;-
0713307057;Lauschied;217;45;19;99;23;6;10;9;3;3;-
0713307062;Martinstein;100;15;15;54;6;3;-;7;-;-;-
0713307064;Meddersheim;475;59;13;188;55;27;27;82;14;6;4
0713307066;Merxheim;537;134;37;169;51;22;43;42;18;9;12
0713307067;Monzingen;538;132;40;201;38;12;23;25;44;23;-
0713307072;Nußbaum;164;45;12;24;22;14;23;14;10;-;-
0713307076;Odernheim am Glan;658;211;66;217;48;6;20;49;18;20;3
0713307082;Rehbach;16;-;-;12;-;-;-;-;-;-;4
0713307094;Seesbach;205;43;28;62;32;10;3;21;-;6;-
0713307102;Staudernheim;554;148;59;184;80;20;23;19;15;3;3
0713307111;Weiler bei Monzingen;163;46;20;32;17;-;14;17;8;3;6
0713307116;Winterburg;94;25;6;48;-;3;6;3;3;-;-
0713307501;Bad Sobernheim;1854;274;243;781;230;44;78;73;62;54;15
0713308;Stromberg, Verbandsgem.;3528;530;271;1257;522;194;385;190;80;69;30
0713308023;Daxweiler;300;49;28;109;50;7;12;36;3;-;6
0713308025;Dörrebach;270;56;29;112;19;10;20;15;3;3;3
0713308028;Eckenroth;83;10;3;28;20;3;6;3;4;6;-
0713308085;Roth b Stromberg, Hunsrück;102;25;3;34;12;4;4;7;6;7;-
0713308091;Schöneberg, Hunsrück;241;46;21;88;32;12;24;15;-;3;-
0713308093;Schweppenhausen;316;51;34;140;35;6;21;13;13;3;-
0713308095;Seibersbach;503;84;57;230;31;16;54;9;9;13;-
0713308103;Stromberg;1238;110;84;352;258;100;214;71;18;25;6
0713308108;Waldlaubersheim;315;67;6;94;45;28;24;18;21;3;9
0713308110;Warmsroth;160;32;6;70;20;8;6;3;3;6;6
0713400045;Idar-Oberstein, verbandsfr. Gemeinde;9112;1406;1449;4354;646;251;307;379;194;92;34
0713401;Baumholder, Verbandsgem.;3334;657;377;1358;350;160;91;139;125;68;9
0713401005;Baumholder;1270;261;133;525;132;79;24;41;38;31;6
0713401007;Berglangenbach;163;25;25;68;16;10;9;6;-;4;-
0713401008;Berschweiler bei Baumholder;210;45;28;83;18;9;6;6;12;3;-
0713401021;Eckersweiler;70;24;7;18;3;3;9;6;-;-;-
0713401026;Fohren-Linden;124;31;3;51;13;6;7;7;3;3;-
0713401027;Frauenberg;147;15;20;78;27;3;-;-;4;-;-
0713401033;Hahnweiler;78;6;10;28;6;6;3;7;3;9;-
0713401036;Heimbach, Nahe;416;59;63;203;41;6;14;9;12;9;-
0713401051;Leitzweiler;38;11;4;17;-;-;-;3;3;-;-
0713401054;Mettweiler;100;25;7;37;18;-;-;10;3;-;-
0713401068;Reichenbach, Kr Birkenfeld, Nahe;206;50;17;85;11;6;7;15;12;3;-
0713401073;Rohrbach, Nahe;77;26;3;22;6;6;-;3;11;-;-
0713401074;Rückweiler;127;22;15;22;20;10;6;20;12;-;-
0713401075;Ruschberg;308;57;42;121;39;16;6;6;12;6;3
0713402;Birkenfeld, Verbandsgem.;6337;992;592;2496;757;275;300;475;275;148;27
0713402001;Abentheuer;163;39;6;62;25;6;6;13;6;-;-
0713402002;Achtelsbach;160;33;12;40;7;16;23;25;-;4;-
0713402010;Birkenfeld, Nahe;1715;186;179;739;228;62;69;121;67;61;3
0713402011;Börfink;86;9;9;49;10;-;6;-;3;-;-
0713402015;Brücken;448;80;29;154;43;12;31;61;21;13;4
0713402016;Buhlenberg;171;20;9;73;27;7;3;19;6;7;-
0713402018;Dambach;59;15;3;10;7;6;9;3;-;3;3
0713402020;Dienstweiler;97;11;7;43;20;3;-;6;3;-;4
0713402022;Elchweiler;38;4;-;21;3;4;-;3;-;3;-
0713402023;Ellenberg b Birkenfeld, Nahe;26;12;3;4;3;-;-;-;4;-;-
0713402024;Ellweiler;97;12;7;44;13;3;3;6;6;3;-
0713402029;Gimbweiler;164;22;23;66;18;10;10;8;4;3;-
0713402031;Gollenberg;38;9;6;13;-;3;-;7;-;-;-
0713402034;Hattgenstein;94;27;12;37;9;-;-;-;-;6;3
0713402042;Hoppstädten-Weiersbach;826;104;89;300;101;42;53;78;47;9;3
0713402048;Kronweiler;129;28;24;48;6;7;6;4;6;-;-
0713402050;Leisel;188;40;19;70;20;9;9;15;3;3;-
0713402053;Meckenbach Kr Birkenfeld, Nahe;53;10;-;21;10;-;9;3;-;-;-
0713402057;Niederbrombach;189;48;19;58;24;4;6;17;7;6;-
0713402058;Niederhambach;122;37;3;30;26;-;3;6;17;-;-
0713402061;Nohen;140;49;8;51;9;3;3;3;8;3;3
0713402062;Oberbrombach;180;48;23;68;9;4;3;18;3;-;4
0713402063;Oberhambach;114;18;4;29;22;6;12;9;10;4;-
0713402070;Rimsberg;42;16;-;13;-;-;3;-;7;3;-
0713402071;Rinzenberg;117;15;4;54;18;7;4;9;-;6;-
0713402072;Rötsweiler-Nockenthal;179;13;19;107;6;12;3;6;13;-;-
0713402078;Schmißberg;89;10;3;32;25;7;3;-;9;-;-
0713402080;Schwollen;181;23;12;78;24;10;4;11;15;4;-
0713402084;Siesbach;143;20;18;64;22;6;-;9;-;4;-
0713402085;Sonnenberg-Winnenberg;187;18;24;92;13;13;12;9;6;-;-
0713402094;Wilzenberg-Hußweiler;102;16;18;26;9;13;7;6;4;3;-
0713403;Herrstein, Verbandsgem.;5990;1100;566;2431;590;209;307;363;232;146;46
0713403003;Allenbach;257;54;14;110;33;14;9;4;9;10;-
0713403006;Bergen b Kirn, Nahe;182;57;6;47;9;9;10;28;6;10;-
0713403009;Berschweiler bei Kirn;100;28;3;32;6;3;16;6;3;3;-
0713403013;Breitenthal  b Idar Oberstein;112;27;10;26;25;-;4;13;3;4;-
0713403014;Bruchweiler;178;21;15;81;13;9;13;6;10;10;-
0713403019;Dickesbach;157;15;19;65;14;7;3;12;16;6;-
0713403025;Fischbach b Idar-Oberstein;354;84;53;166;25;4;9;6;7;-;-
0713403028;Gerach b Idar-Oberstein;95;13;-;36;17;6;13;3;3;-;4
0713403032;Griebelschied;70;9;13;27;-;7;-;3;7;-;4
0713403038;Herborn b Idar-Oberstein;201;21;28;101;36;0;6;3;6;-;-
0713403039;Herrstein;251;82;15;93;20;7;19;6;3;3;3
0713403040;Hettenrodt;261;27;10;126;35;13;7;13;18;6;6
0713403041;Hintertiefenbach;130;27;6;52;0;7;19;15;4;-;-
0713403046;Kempfeld;319;47;48;144;13;13;11;24;3;9;7
0713403047;Kirschweiler;386;32;49;212;43;10;6;21;10;3;-
0713403052;Mackenrodt;147;23;23;57;32;3;3;6;-;-;-
0713403055;Mittelreidenbach;270;29;30;112;33;9;20;22;6;6;3
0713403056;Mörschied;285;64;12;122;17;15;7;17;15;13;3
0713403059;Niederhosenbach;120;31;3;44;22;4;7;6;-;3;-
0713403060;Niederwörresbach;327;27;29;178;26;6;22;18;15;6;-
0713403064;Oberhosenbach;56;12;-;12;3;3;3;7;3;10;3
0713403066;Oberreidenbach;215;38;35;65;21;18;12;6;7;9;4
0713403067;Oberwörresbach;59;3;3;16;18;-;6;10;3;-;-
0713403077;Schmidthachenbach;146;45;22;32;19;7;6;3;12;-;-
0713403081;Sensweiler;160;28;16;51;36;6;10;4;-;6;3
0713403082;Sien;200;71;11;59;10;3;17;11;10;8;-
0713403083;Sienhachenbach;81;24;3;27;7;-;4;9;4;3;-
0713403086;Sonnschied;48;13;4;3;7;6;3;6;3;-;3
0713403089;Veitsrodt;253;13;33;127;9;4;10;27;24;3;3
0713403090;Vollmersbach;217;42;15;96;7;4;13;18;22;-;-
0713403091;Weiden;51;27;3;6;9;-;-;-;-;6;-
0713403093;Wickenrodt;69;33;-;16;4;3;-;10;-;3;-
0713403095;Wirschweiler;140;23;19;57;12;6;10;13;-;-;-
0713403502;Langweiler b Idar-Oberstein;93;10;16;33;9;3;9;7;-;6;-
0713404;Rhaunen, Verbandsgem.;2637;476;309;905;284;92;147;210;112;83;19
0713404004;Asbach, Hunsrück;46;6;9;15;9;-;-;4;3;-;-
0713404012;Bollenbach;65;19;15;9;3;3;13;3;-;-;-
0713404017;Bundenbach;375;57;69;122;29;27;22;24;18;7;-
0713404030;Gösenroth;96;12;13;35;15;3;9;3;3;3;-
0713404035;Hausen, Hunsrück;79;29;3;23;15;-;-;9;-;-;-
0713404037;Hellertshausen;82;9;6;26;10;4;6;14;7;-;-
0713404043;Horbruch;128;31;3;39;8;3;6;12;14;6;6
0713404044;Hottenbach;219;58;18;74;16;7;6;16;7;17;-
0713404049;Krummenau;49;3;3;30;3;-;3;4;3;-;-
0713404065;Oberkirn;147;42;25;38;12;3;3;15;6;3;-
0713404069;Rhaunen;665;76;64;232;116;21;29;64;23;40;-
0713404076;Schauren b Idar-Oberstein;194;33;29;73;17;9;15;12;6;-;-
0713404079;Schwerbach;12;6;-;3;-;-;-;-;-;-;3
0713404087;Stipshausen;325;38;42;139;22;6;25;27;19;-;7
0713404088;Sulzbach b Idar-Oberstein;114;45;10;31;9;6;10;-;3;-;-
0713404092;Weitersbach;41;12;-;16;-;-;-;3;-;7;3
0713500020;Cochem, verbandsfr. Gemeinde;-;-;-;-;-;-;-;-;-;-;-
0713501;Cochem-Land, Verbandsgem.;5508;1413;595;1890;450;170;280;320;202;150;38
0713501007;Beilstein, Mosel;54;7;8;14;-;-;3;3;4;12;3
0713501012;Bremm;360;112;33;112;36;15;18;12;7;9;6
0713501015;Briedern;120;33;6;56;10;3;-;-;6;6;-
0713501017;Bruttig-Fankel;442;135;62;91;44;27;28;37;9;6;3
0713501020;Cochem, Stadt;1378;258;173;607;101;30;66;63;37;37;6
0713501021;Dohr;231;6;4;108;41;7;14;28;19;4;-
0713501024;Ediger-Eller;484;262;55;107;15;7;12;10;7;9;-
0713501025;Ellenz-Poltersdorf;335;108;32;87;43;3;21;12;16;9;4
0713501027;Ernst;232;82;28;59;22;7;13;6;6;6;3
0713501029;Faid;362;18;27;146;34;19;43;28;35;12;-
0713501036;Greimersburg;264;18;9;114;18;21;26;37;15;6;-
0713501049;Klotten;547;157;86;200;43;22;12;15;-;9;3
0713501053;Lieg;-;-;-;-;-;-;-;-;-;-;-
0713501056;Lütz;-;-;-;-;-;-;-;-;-;-;-
0713501060;Mesenich;126;52;3;34;9;6;3;3;-;13;3
0713501065;Moselkern;-;-;-;-;-;-;-;-;-;-;-
0713501066;Müden (Mosel);-;-;-;-;-;-;-;-;-;-;-
0713501069;Nehren, Mosel;39;6;4;13;3;-;3;7;3;-;-
0713501072;Pommern;-;-;-;-;-;-;-;-;-;-;-
0713501079;Senheim;263;92;39;60;18;-;3;18;20;9;4
0713501082;Treis-Karden;-;-;-;-;-;-;-;-;-;-;-
0713501086;Valwig;173;43;23;33;6;-;6;41;18;3;-
0713501090;Wirfus;98;24;3;49;7;3;9;-;-;-;3
0713502;Kaisersesch, Verbandsgem.;4434;637;382;1514;432;196;311;400;293;193;76
0713502009;Binningen;-;-;-;-;-;-;-;-;-;-;-
0713502011;Brachtendorf;102;26;3;28;7;3;9;14;6;3;3
0713502014;Brieden;-;-;-;-;-;-;-;-;-;-;-
0713502016;Brohl;-;-;-;-;-;-;-;-;-;-;-
